ticker,trade_date,action,trend_judgment,report_action,report_trend_judgment,decision_source,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path,direction_bias,catalyst_state,extension_state,entry_posture
MU,2026-02-03,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,437.8,437.80 美元,回调至365-397美元区间（1月20日收盘至1月22日收盘区间）分批参与，该区间集中50日均线支撑（303美元上方）、前期突破平台回踩及合理风险回报比。若价格回调至该区间且RSI回落至50-60，可建仓。或者等待价格有效放量突破455.74美元（布林带上轨）并站稳后，趋势加速确认时参与。,365.0,397.0,365.0,['①价格收盘跌破365.00美元（中期上行加速起点），多头趋势面临实质性威胁；②RSI跌破50，动能转弱；③MU下一份季度指引毛利率低于37%，基本面预期恶化。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0203-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-04,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,催化后高波动整理型,多因素混合主导,边际走弱,中,419.44,419.44美元,当前不急于参与。若未来1-2周价格在390-400美元区间出现放量止跌信号（如日线收出长下影线或阳线吞噬），且RSI回升至40-50以上、MACD柱不再继续收缩，可转为择机买入。若Google财报超预期引发放量突破440美元且站稳，亦可考虑追涨。,1.0,2.0,365.0,['若日线收盘价跌破365美元，意味着短期上升结构被破坏，转为风险主导，应放弃多头观察。若价格反弹至455美元附近缩量滞涨，则保持观望。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0204-MU\2_decision\summary.md,中性,消化中,正常,等待确认
MU,2026-02-05,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,379.4,379.40美元,等待价格回踩至360-365美元区域（前期整理平台支撑），出现缩量止跌信号（如小阴小阳线、RSI企稳于50上方、MACD绿柱不再缩短）后，以分批建仓方式参与，首次仓位不超过计划总仓位的30%。,360.0,365.0,310.0,['若价格有效跌破310美元（50日SMA与布林带下轨重合），且连续3个交易日收盘价低于该位置，中期多头趋势失效，应完全离场。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0205-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-06,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,催化后高波动整理型,多因素混合主导,边际走弱,中,382.89,382.89美元,等待价格回调至366-370美元关键支撑区域，出现明确的企稳信号（如缩量十字星、RSI守住50关口、MACD柱状图停止收缩）后再评估入场机会。若价格直接反弹突破412美元且成交量放大，可视为短期趋势修复信号，届时再考虑转为偏多。,366.0,370.0,366.0,['日线收盘价跌破366.00美元（近两日低点支撑），将确认短期回调加深，可能触发向335美元中期支撑的进一步下行，此时看多逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0206-MU\2_decision\summary.md,中性,消化中,延展,等待确认
MU,2026-02-09,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,催化后高波动整理型,多因素混合主导,完整,高,394.69,394.69美元,不适用于当前观望信号。若未来出现以下转多信号可考虑参与：1）日线收盘站稳420美元且MACD在零轴上方金叉；2）价格缩量回踩350-360美元区间且RSI出现底背离。转空信号：日线收盘跌破330美元。,350.0,360.0,330.0,['不适用当前建议。若日线收盘站稳420美元或三星HBM4供应格局得到Nvidia官方“多供应商”确认，则信号可能转向偏多；若日线收盘跌破330美元，则信号可能转向偏空。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0209-MU\2_decision\summary.md,中性,消化中,延展,等待确认
MU,2026-02-10,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,多因素混合主导,完整,高,383.5,383.50美元,等待价格回落至340-360美元区间（50日SMA与前期突破平台的复合支撑区），并出现日线级别阳线止跌（例如收涨且成交量放大），或MACD柱状值收缩至5-10附近并走平、RSI回落至40-45后首次回升至50以上时，可开始建仓。,340.0,360.0,333.0,['价格跌破333美元（1月15日收盘价下方）并伴随MACD转为负值或RSI持续低于45超过5个交易日，则长期看涨逻辑可能破坏，应放弃买入计划。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0210-MU\2_decision\summary.md,看多,消化中,延展,等待回调
MU,2026-02-11,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,373.25,373.25 美元,回调至370-380美元区间，且日成交量萎缩至2500万股以下、RSI回落至45-50区域时分批参与；或价格放量（日成交量>3500万股）站上410美元后右侧跟进。,370.0,380.0,360.0,['价格有效跌破360美元并收盘于其下，且次日未能收复；或MACD值跌破零轴确认中期动能转空；或RSI再度跌破50并持续走弱。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0211-MU\2_decision\summary.md,看多,支撑中,正常,等待回调
MU,2026-02-12,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,边际走弱,中,410.34,410.34美元,回调至370-380美元区间，且价格在该区域出现企稳信号（如日线收阳、成交量缩量或RSI回踩50不破）后分批参与。,370.0,380.0,366.0,['价格有效跌破366美元（2月10日低点/2月4日巨量大阴线最低价），且RSI跌破50、10日EMA下穿50日SMA。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0212-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-13,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,413.97,413.97美元,等待价格回踩370-380美元区间并出现放量企稳信号（如阳线实体收于该区间上沿、成交量较前一日放大、RSI不再新低）后，分批建立多头仓位。若价格未回踩而是直接放量突破并站稳445-455美元阻力区域，则可在确认突破后追入。,370.0,380.0,,['1）价格有效跌破2月4日低点363.90美元，则中期上升结构可能转弱，应取消买入计划并观望；2）若MACD跌至零轴下方形成死叉，同时RSI跌破50进入弱势区域，则短期方向转为偏空，应暂停参与。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0213-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-17,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,411.66,411.66美元,等待价格回调至378-388美元区间（S2与S1之间的低吸区），配合企稳信号（如长下影线、放量反转K线）后分批参与。,378.0,388.0,365.0,['若价格跌破365美元且连续2个交易日未能收复，或50日SMA（动态约333-340）被有效跌穿，则中期多头结构受损，入场逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0217-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-18,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,399.78,399.78美元,等待价格回调至375-385美元区间（接近布林带下轨及前期底部区域）分批建仓，或在价格放量突破414美元（2月11日高点）后追入。,375.0,385.0,363.9,['价格放量跌破363.90美元（2月4日低点），或日线连续3个交易日收于375美元下方，宣告中期上升结构破坏；MACD形成死叉且RSI跌破50，短期动能确认转弱。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0218-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-19,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,420.95,420.95美元,回调至375-385美元区间后企稳分批买入；或放量突破455美元并站稳后轻仓追涨。,375.0,385.0,363.9,['收盘价跌破363.90美元（2月4日低点，趋势结构破坏位）；或连续3日收于10日EMA（406.82美元）下方且10日EMA拐头向下；或分析师密集下调评级并带动股价放量跌破395美元短期支撑。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0219-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-20,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,417.35,417.35美元,回调至395-405美元区间分批介入。第一入场点397-400美元（靠近2月17日低点及10日EMA支撑），第二入场点385-390美元（下箱体支撑区域）。,395.0,405.0,366.0,['收盘价跌破366美元（2月4日/10日低点区域），则中期多头结构面临破坏风险，需重新评估趋势。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0220-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-23,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,428.17,428.17 美元,回调至370-395美元区间分批建仓，优先关注布林带下轨（约369.74美元）至2月17日低点（395.30美元）区域，待价格在该区间出现成交量萎缩或企稳信号后参与。,370.0,395.0,348.0,['价格跌破348.00美元（50日SMA），则中期上涨趋势破坏，应撤离多头仓位；若价格放量跌破363.90美元（2月4日低点），则短期结构恶化，需重新评估。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0223-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-24,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,420.97,420.97美元,回调至410-395区间分批建仓。建议在410附近（10日EMA与S1支撑）建立30%仓位，若回落至395附近（S2密集支撑区）加仓30%，跌破390则暂停等待。总仓位建议不超过总资金的40%。,395.0,410.0,,['1）价格收盘跌破366.06（2月10日绝对低点）且单日跌幅>5%，中期多头结构破坏；2）价格连续两日收于375以下，趋势可能转为中期震荡或反转；3）MACD柱状体翻负且RSI跌破50，短期动量由多转空。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0224-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-25,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,418.01,418.01美元,等待价格回调至400-410美元区间（主要支撑区，10日EMA牵引+前期低点心理支撑）后分批介入；或放量突破并站稳438.77美元（2月12日高点）后追涨参与。,400.0,410.0,372.0,['1) 收盘价跌破372美元（布林带下轨）且成交量大于40M，视为上升趋势失效；2) 收盘价连续两日低于400美元，短期上行结构破坏；3) MACD柱状值跌破15且RSI跌破55，确认动能衰竭。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0225-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-26,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,429.0,429.00美元,建议在395-405美元区间分批建仓；若价格回踩10日EMA（约416美元）企稳且成交量放大，可小仓位试探性参与。,395.0,405.0,373.0,['收盘价跌破373美元（2月4日低点及布林带下轨），意味着短期趋势结构破坏；若价格在435-438美元受阻回落且RSI跌破50，则提示短期参与时机不佳。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0226-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-02-27,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,415.56,415.56美元,回调至395-408美元区间，且出现缩量企稳或阳线反包信号后分批参与；或放量突破429-435美元阻力区后右侧确认参与。,395.0,408.0,373.0,['日线收盘价跌破373美元（布林带下轨）或50日SMA（当前约361美元）；MACD形成死叉且跌破零轴；RSI持续运行于50下方且无法收复。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\MU\0425-1919-MU\reports\2026-0227-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
