ticker,trade_date,action,trend_judgment,report_action,report_trend_judgment,decision_source,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path,direction_bias,catalyst_state,extension_state,entry_posture
MU,2026-03-16,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,426.13,426.13美元,优先等待回调至$410-$395支撑区间企稳后分批入场；或当价格放量突破$430并站稳后，在回踩$425-$420确认时参与。,,,,['1）价格跌破$391（50日SMA）无法快速收回；2）若跌破前低$370则中期上涨结构破坏，应离场；3）财报后指引明显弱于预期，未能延续AI增长叙事。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0316-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-03-17,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,441.8,441.80美元,等待价格回调至413-426美元区间（10日EMA附近至近期平台支撑）企稳后再考虑分批介入；若价格放量突破并站稳454.86美元前高，可考虑追涨参与，但需严格设止损。,413.0,426.0,393.93,['价格收盘跌破393.93美元（50日SMA），中期上升趋势可能破坏，应考虑止损离场；若财报后股价单日跌幅超6%并失守413美元，也应重新评估趋势完整性。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0317-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-03-18,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,多因素混合主导,完整,中,461.69,461.69美元,等待价格回调至437.75-441.80美元支撑区（近期放量突破区与3月16日低点区域），待出现企稳或缩量止跌信号后，分批介入。若价格未深度回调，而是放量突破前高462.73美元并站稳，亦可作为右侧确认入场信号。,437.75,441.8,396.92,['1）价格收盘跌破50日SMA（约396.92美元），且无法在2-3个交易日内快速收回，则中期上涨结构可能破坏；2）下一季度（Q3）营收或盈利指引明显不及本次预期，或行业出现供给过剩的明确信号。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0318-MU\2_decision\summary.md,看多,消化中,延展,等待回调
MU,2026-03-19,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,催化后高波动整理型,多因素混合主导,完整,高,461.73,461.73美元,若未来1-2周宏观风险缓和且价格回落至10日均线（约432美元）附近出现缩量企稳信号，可考虑转为偏多。若价格放量突破并站稳前高471.34美元，可视为趋势延续信号。,1.0,2.0,399.0,['若价格跌破50日均线（约399美元），中期上涨结构将受到威胁。若油价持续高于115美元且大盘跌破关键支撑，宏观风险将主导下行。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0319-MU\2_decision\summary.md,中性,消化中,延展,暂不参与
MU,2026-03-20,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,430.33,430.33美元,等待回调至400-420美元区间分批参与。首选入场区为价格在50日SMA（约400.60美元）附近缩量企稳或出现止跌反转K线形态后介入。若价格未能深调、在420美元上方直接企稳反弹，可待放量突破440美元（10日EMA收复位）确认调整结束后轻仓跟随。,400.0,420.0,395.0,['日线收盘价有效跌破395美元（50日SMA下方+前期平台支撑），将视为中期上升趋势破坏信号，应放弃多头计划并转为观望；若未来1-2周内出现公司指引下修或行业供需数据显著恶化，亦应视为基本面失效条件。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0320-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-03-23,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,多因素混合主导,完整,中,422.9,422.90 美元,回调至400-410美元区域（聚焦50日SMA约402美元），待出现缩量止跌或小实体阳线企稳信号后，以收盘价附近入场。,400.0,410.0,370.0,['价格放量跌破50日SMA（约402美元）且无法在3个交易日内收回；或跌破370美元（布林带下轨及前期低点），将破坏中期上涨结构。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0323-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-03-24,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,404.35,404.35 美元,首要关注回调至400-405美元区间（与50日SMA动态支撑重合），等待价格在该区间出现缩量企稳信号（如日线收阳、下影线等）后分批介入。若价格进一步回调至387-390美元（3月初震荡平台高点及布林带下轨上沿），可作为次级加仓区间。激进者可在价格放量站上420美元（10日EMA）后追涨参与。,400.0,405.0,365.0,['（1）价格放量跌破365美元（布林带下轨及3月低点区域），视为中期趋势破坏，信号失效。（2）50日SMA（约403美元）由走平转为明确拐头向下。（3）未来1-2周内出现竞争格局急剧恶化（如SK海力士产能进展远超预期）或被关键客户削减订单的实质利空。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0324-MU\2_decision\summary.md,看多,消化中,正常,等待回调
MU,2026-03-25,sell,风险主导,建议卖出,风险主导,rule_based,催化后高波动整理型,多因素混合主导,边际走弱,高,395.53,395.53美元,以已有持仓视角，建议在反弹至410-420美元区域（10日EMA与50日SMA附近）分批减仓或设置保护性止损；若跌破388美元（3月24日低点），进一步减仓至半仓以下；极端止损设在360美元下方。,410.0,420.0,1.0,['若股价在未来1-2周内放量重回425美元以上并站稳，则短期空头信号失效，需重新评估；若谷歌算法被证伪或行业主流回应打消担忧，则方向可能转多。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0325-MU\2_decision\summary.md,看空,消化中,正常,暂不参与
MU,2026-03-26,sell,风险主导,建议卖出,风险主导,rule_based,催化后高波动整理型,多因素混合主导,边际走弱,高,382.09,382.09 美元,已有持仓视角：反弹至404-405美元（50日SMA与跳空缺口阻力）区域减仓或上移止损；若未反弹则维持止损于371美元下方。无持仓视角：当前不建立新多头仓位。,404.0,405.0,402.0,['价格放量重新站上10日EMA（约402美元）并站稳；或价格在371-374美元支撑区形成明确日线级别底部形态（如放量长下影线、晨星组合）且随后3个交易日内不破前低。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0326-MU\2_decision\summary.md,看空,消化中,延展,暂不参与
MU,2026-03-27,hold,震荡等待确认,保持观望,震荡等待确认,rule_based,Beta情绪技术驱动型,多因素混合主导,边际走弱,高,355.46,355.46美元,等待价格在345-350美元区域出现明确日线止跌K线组合（如锤头线、晨星或放量长下影线），且后续重新站上10日EMA（当前约394美元）或MACD出现底背离金叉后，再考虑分批参与。当前不提供主动买入计划。,345.0,350.0,345.0,['1）价格放量跌破345美元并持续远离；2）反弹无法触及370美元，结构转弱；3）地缘风险进一步升级导致板块无差别抛售加剧。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0327-MU\2_decision\summary.md,中性,消化中,延展,暂不参与
MU,2026-03-30,sell,风险主导,建议卖出,风险主导,rule_based,催化后高波动整理型,多因素混合主导,边际走弱,高,357.22,357.22美元,已有持仓者应在反弹至381美元（10日EMA）或404-410美元（50日均线区域）时减仓，止损设于350美元下方。,404.0,410.0,404.41,['价格放量站稳并收盘于50日SMA（404.41美元）之上；美伊冲突出现明确缓和信号，WTI油价回落至90美元以下。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0330-MU\2_decision\summary.md,看空,消化中,延展,暂不参与
MU,2026-03-31,sell,风险主导,建议卖出,风险主导,rule_based,催化后高波动整理型,多因素混合主导,已破坏,高,321.8,321.80 美元,若已有持仓，建议利用反弹至340-360美元区域（布林带下轨上方及前期小平台）分批减仓，或设置收盘价站上10日EMA（~373美元）作为持仓底线，否则应执行止损。不建议新开多头仓位。,340.0,360.0,404.0,['若股价放量重新站上并站稳50日SMA（~404美元），且MACD形成低位金叉，则原看空逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0331-MU\2_decision\summary.md,看空,消化中,延展,暂不参与
MU,2026-04-01,sell,风险主导,建议卖出,风险主导,rule_based,催化后高波动整理型,多因素混合主导,已破坏,高,337.84,337.84美元,建议卖出。对于已有持仓，建议在反弹至372-375美元阻力区域时减仓或离场。若已设置止损，将止损位收紧至395美元（50日均线下方）。未止损者需承受较大回撤风险。,372.0,375.0,404.0,['若价格重新放量站稳50日均线（约404美元）并持续运行于其上方，则短期趋势转弱判断失效，此时可重新评估看多信号。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0401-MU\2_decision\summary.md,看空,消化中,延展,暂不参与
MU,2026-04-02,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,边际走弱,中,367.85,367.85 美元,等待价格回落至337-355美元支撑区间企稳后分批布局。若价格先反弹至403-405美元（50日均线）附近，不建议追高，需等待突破确认或再回调。,337.0,355.0,318.0,['1. 收盘价有效跌破318美元近期最低支撑，则买入逻辑失效，应止损回避；2. 若价格反弹至403美元未放量突破并再次回落至355美元以下，趋势由震荡转弱，需重新评估。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0402-MU\2_decision\summary.md,看多,消化中,延展,等待回调
MU,2026-04-06,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,366.24,366.24美元,等待价格再次回踩355-360美元支撑区域并出现企稳信号（如长下影线、阳线吞噬）时，轻仓分批介入。,355.0,360.0,,['收盘价有效跌破近期调整低点321.8美元，意味着调整深度扩大，长期趋势可能受到挑战。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0406-MU\2_decision\summary.md,看多,支撑中,延展,等待回调
MU,2026-04-07,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,催化后高波动整理型,多因素混合主导,边际走弱,中,377.76,377.76美元,当前不给出入场计划。未来若价格放量站稳405美元（50日SMA），或缩量回踩370-355美元支撑区企稳，可转为观察。,355.0,370.0,318.0,['若价格跌破318美元前低及布林带下轨，中期结构可能进一步恶化，届时需重新评估。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\MU\0424-2213-MU\reports\2026-0407-MU\2_decision\summary.md,中性,消化中,正常,等待确认
