ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,report_path
AXTI,2026-03-16,hold,skipped,,,,,action_hold,,,48.86,当前不建议入场。未来若转多，需要先看到以下条件同时满足：,,,37.0,backtest\output\0420-1250-AXTI\reports\2026-0316-AXTI\2_decision\summary.md
AXTI,2026-03-17,hold,skipped,,,,,action_hold,,,48.39,当前不建议入场。未来若转多，需要同时满足：1. 价格在关键支撑（如39.00-40.00美元或44.38-44.87美元）区间出现明确的缩量企稳或放量突破信号；2. 宏观风险（地缘、利率）出现实质性缓解；3. 观察到半导体板块情绪与资金流向的同步回暖。,39.0,40.0,35.08,backtest\output\0420-1250-AXTI\reports\2026-0317-AXTI\2_decision\summary.md
AXTI,2026-03-18,hold,skipped,,,,,action_hold,,,44.36,当前不建议入场。未来若转多，需要先看到：1）价格在39.00-44.00美元区间内明确企稳并伴随动能修复；2）宏观风险显著缓解；3）半导体行业出现复苏确认信号。届时再重新评估是否具备参与条件。,39.0,44.0,39.0,backtest\output\0420-1250-AXTI\reports\2026-0318-AXTI\2_decision\summary.md
AXTI,2026-03-19,hold,skipped,,,,,action_hold,,,48.76,当前不急于参与。若未来转多，需先看到：1) 价格有效企稳于 44.00-45.00 美元支撑区并收复短期均线；或 2) 放量突破 51.98 美元阻力且宏观风险缓解。届时再重新评估入场条件。,44.0,45.0,39.0,backtest\output\0420-1250-AXTI\reports\2026-0319-AXTI\2_decision\summary.md
AXTI,2026-03-20,hold,skipped,,,,,action_hold,,,58.09,当前不建议入场。未来若转多，需要先看到：价格有效回调至关键支撑区（如44.30-41.65美元）并出现企稳信号；同时宏观风险事件明显缓解；且公司基本面出现营收增长或费用控制改善的连续证据。,41.65,44.3,37.1,backtest\output\0420-1250-AXTI\reports\2026-0320-AXTI\2_decision\summary.md
AXTI,2026-03-23,hold,skipped,,,,,action_hold,,,54.24,当前不建议入场。未来若转多，需要先看到价格有效止跌企稳于关键支撑区间（如48.34-44.36美元），同时宏观风险情绪缓解，且技术指标（如RSI）修复超买状态。,44.36,48.34,44.36,backtest\output\0420-1250-AXTI\reports\2026-0323-AXTI\2_decision\summary.md
AXTI,2026-03-24,hold,skipped,,,,,action_hold,,,64.44,当前不建议入场。未来若转多，需要先看到价格有效回调至关键支撑区域（如48.00-50.00美元）并企稳，同时宏观风险明显缓解或公司基本面出现更强劲的改善证据。,48.0,50.0,44.3,backtest\output\0420-1250-AXTI\reports\2026-0324-AXTI\2_decision\summary.md
AXTI,2026-03-25,hold,skipped,,,,,action_hold,,,68.44,当前不建议入场。未来若转多，需要先看到价格有效回调至关键支撑区域（如48.00-50.00美元）并出现明确的企稳信号（如日线级别止跌形态、成交量收缩后再次放大），或等待公司发布强劲的下季度业绩指引以扭转基本面预期。,48.0,50.0,44.3,backtest\output\0420-1250-AXTI\reports\2026-0325-AXTI\2_decision\summary.md
AXTI,2026-03-26,hold,skipped,,,,,action_hold,,,67.35,当前不建议入场。未来若转多，需要先看到：1）价格在57.00-58.00美元或48.70-50.00美元支撑区缩量企稳，且RSI回升；2）地缘政治风险明显缓解；3）公司出现营收环比改善或毛利率提升的预告信号。,57.0,58.0,48.7,backtest\output\0420-1250-AXTI\reports\2026-0326-AXTI\2_decision\summary.md
AXTI,2026-03-27,hold,skipped,,,,,action_hold,,,58.51,当前不建议入场。未来若转多，需要先看到：1) 价格在48-54美元支撑区间明确企稳；2) 中东局势等宏观风险明显缓解，半导体板块情绪回暖；3) 公司基本面出现毛利率改善或亏损收窄的边际信号。届时再重新评估是否具备“择机买入”条件。,48.0,54.0,48.0,backtest\output\0420-1250-AXTI\reports\2026-0327-AXTI\2_decision\summary.md
AXTI,2026-03-30,hold,skipped,,,,,action_hold,,,60.63,当前不建议入场。未来若转多，需先看到：1）宏观地缘政治风险出现明确降温信号；2）价格在54-58美元支撑区间有效止跌企稳，且短期动能指标（如RSI重回50以上）修复；3）公司基本面出现边际改善迹象。届时再重新评估入场条件。,54.0,58.0,47.0,backtest\output\0420-1250-AXTI\reports\2026-0330-AXTI\2_decision\summary.md
AXTI,2026-03-31,hold,skipped,,,,,action_hold,,,52.73,当前不建议入场。未来若转多，需先看到：价格在44-52美元区间内形成明确企稳结构（如日线级别底分型、RSI在50以上获得支撑），且半导体板块情绪与宏观风险出现实质性缓解。,44.0,52.0,44.0,backtest\output\0420-1250-AXTI\reports\2026-0331-AXTI\2_decision\summary.md
AXTI,2026-04-01,hold,skipped,,,,,action_hold,,,56.98,当前不建议入场。未来若转多，需要先看到：1) 宏观地缘政治紧张局势出现明确、持久的降温信号；2) 股价在50-53美元或44-46美元支撑区间出现明确的缩量企稳和底部结构（如RSI底背离、放量阳线收复短期均线）；3) 公司层面出现基本面改善的初步证据。,50.0,53.0,44.0,backtest\output\0420-1250-AXTI\reports\2026-0401-AXTI\2_decision\summary.md
AXTI,2026-04-02,hold,skipped,,,,,action_hold,,,47.14,当前不建议入场。未来若转多，需要先看到：1. 价格在关键支撑区（如45-48美元）出现明确的缩量止跌与K线反转形态；2. 宏观地缘风险出现实质性缓解信号；3. 公司层面出现营收增长或费用率下降的边际改善证据。满足上述条件后，再重新评估是否具备参与条件。,45.0,48.0,38.0,backtest\output\0420-1250-AXTI\reports\2026-0402-AXTI\2_decision\summary.md
AXTI,2026-04-06,hold,skipped,,,,,action_hold,,,52.84,当前不建议入场。未来若转多，需要先看到：价格在46.00-52.00美元区间内明确止跌企稳（如形成日线级别底部结构），同时MACD斜率走平或金叉、RSI重新站稳50上方，且宏观地缘风险出现实质性缓和信号。,46.0,52.0,42.0,backtest\output\0420-1250-AXTI\reports\2026-0406-AXTI\2_decision\summary.md
AXTI,2026-04-07,hold,skipped,,,,,action_hold,,,41.99,当前不建议入场。未来若转多，需要先满足以下条件：,,,37.8,backtest\output\0420-1250-AXTI\reports\2026-0407-AXTI\2_decision\summary.md
