ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,report_path
AXTI,2026-03-20,buy_on_pullback,triggered,2026-04-01,48.0,2026-04-17,82.56,window_end,16.0,72.0,58.09,回调参与。明确避免在当前58美元附近追高。更适合等待价格回调至技术分析指出的关键支撑区域（首选48-46美元区间，次选40-38美元区间），并观察是否出现成交量萎缩后的再次放量企稳信号，再考虑分批建立头寸。,46.0,48.0,38.56,backtest\output\0419-2322-AXTI\reports\2026-0320-AXTI\2_decision\summary.md
AXTI,2026-03-23,buy_on_pullback,triggered,2026-03-30,51.0,2026-04-02,46.0,stop_loss,3.0,-9.8039,54.24,回调参与。理想的入场区间为47.00 - 51.00美元（前高支撑与短期均线交汇处）。建议分批布局，避免一次性重仓。,47.0,51.0,46.0,backtest\output\0419-2322-AXTI\reports\2026-0323-AXTI\2_decision\summary.md
AXTI,2026-03-24,buy_on_pullback,triggered,2026-03-30,55.3,2026-04-02,44.0,stop_loss,3.0,-20.434,64.44,回调参与。绝对禁止追高。耐心等待价格回调至54.00-55.30美元区域或48.00-49.00美元区域，并出现企稳信号（如缩量、小阳线、指标背离修复）后，再考虑分批轻仓建立多头头寸。,54.0,55.3,44.0,backtest\output\0419-2322-AXTI\reports\2026-0324-AXTI\2_decision\summary.md
AXTI,2026-03-25,buy_on_pullback,triggered,2026-03-30,54.0,2026-04-01,48.0,stop_loss,2.0,-11.1111,68.44,回调参与。严格避免在当前价位（68.44美元附近）买入。理想的参与区间为**50.00 - 54.00美元**（主要支撑区），或更稳健的**48.00 - 50.00美元**（接近结构支撑）。需等待价格在该区域出现企稳信号（如缩量、关键K线形态）后再考虑分批建仓。,50.0,54.0,48.0,backtest\output\0419-2322-AXTI\reports\2026-0325-AXTI\2_decision\summary.md
AXTI,2026-03-26,buy_on_pullback,expired,,,,,pre_entry_invalidation,,,67.35,回调参与。避免在当前价格（67.35美元）附近追高。更合理的参与方式是等待价格回调至关键技术支撑区间（54.24美元至57.07美元）企稳后，分批建立小仓位。,,,48.39,backtest\output\0419-2322-AXTI\reports\2026-0326-AXTI\2_decision\summary.md
AXTI,2026-03-27,buy_on_pullback,triggered,2026-03-30,54.0,2026-04-01,48.0,stop_loss,2.0,-11.1111,58.51,回调参与。明确不适合追涨。应耐心等待价格回落至48-54美元关键支撑区间（汇集了前期平台、布林带中轨及技术分析强调的布局区域），并观察出现缩量企稳或看涨反转信号后，方可考虑轻仓试探性买入。,48.0,54.0,48.0,backtest\output\0419-2322-AXTI\reports\2026-0327-AXTI\2_decision\summary.md
AXTI,2026-03-30,buy_on_pullback,triggered,2026-03-31,54.26,2026-04-17,82.56,window_end,17.0,52.1563,60.63,回调参与。明确不适合追涨。应耐心等待价格回调至关键技术支撑区域（54.00 - 58.50美元），并出现企稳信号（如缩量、小K线、看涨形态）后，再考虑分批建立头寸。,54.0,58.5,,backtest\output\0419-2322-AXTI\reports\2026-0330-AXTI\2_decision\summary.md
AXTI,2026-03-31,buy_on_pullback,triggered,2026-04-01,52.0,2026-04-02,44.0,stop_loss,1.0,-15.3846,52.73,回调参与。不建议在当前价位直接买入。应耐心等待价格回调至关键支撑区域（如48-52美元强势调整区，或38-44美元深度回踩区）并出现缩量企稳的K线信号后，再考虑分批建仓。亦可等待Q1财报发布后，若业绩显示明确改善且市场反应积极，再行右侧跟进。,48.0,52.0,44.0,backtest\output\0419-2322-AXTI\reports\2026-0331-AXTI\2_decision\summary.md
AXTI,2026-04-01,buy_on_pullback,expired,,,,,pre_entry_invalidation,,,56.98,回调参与。不适合直接追涨。应耐心等待价格回落至52-50美元强支撑区间并出现企稳信号后分批介入，或等待更稳健的44-46美元次级支撑区。初始止损应设于49美元下方。,50.0,52.0,49.0,backtest\output\0419-2322-AXTI\reports\2026-0401-AXTI\2_decision\summary.md
AXTI,2026-04-02,buy_on_pullback,triggered,2026-04-06,47.5,2026-04-06,46.0,stop_loss,0.0,-3.1579,47.14,回调参与。不适合直接追涨。应耐心等待价格回落至上述关键支撑区间（优先关注46-47.5美元），并出现缩量、下影线等企稳K线信号后，再考虑分批轻仓介入。,46.0,47.5,46.0,backtest\output\0419-2322-AXTI\reports\2026-0402-AXTI\2_decision\summary.md
AXTI,2026-04-06,buy_on_pullback,expired,,,,,pre_entry_invalidation,,,52.84,回调参与。更适合等待价格回调至46.00-52.00美元的关键支撑区间，并观察出现缩量企稳或技术指标底背离等确认信号后，再考虑分批介入。,46.0,52.0,42.0,backtest\output\0419-2322-AXTI\reports\2026-0406-AXTI\2_decision\summary.md
AXTI,2026-04-07,buy_on_pullback,expired,,,,,entry_not_triggered,,,41.99,回调参与，并等待确认。**不适合直接买入**。应耐心等待股价在37-42美元支撑区间内出现明确的企稳K线形态（如报告所述），再考虑分批建立试探性仓位。,37.0,42.0,37.0,backtest\output\0419-2322-AXTI\reports\2026-0407-AXTI\2_decision\summary.md
