ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,quantity,exit_signal_date,exit_signal_action,report_path
2513.HK,2026-03-19,buy_on_pullback,expired,,,,,entry_not_triggered,,,742.5,分批买入，关注两个回调参与区间：,,,555.5,1,,,backtest\output\0421-1140-2513HK\reports\2026-0319-2513HK\2_decision\summary.md
2513.HK,2026-03-20,hold,skipped,,,,,action_hold,,,659.0,当前不急于参与。若未来状态切换至“趋势延续”，潜在入场条件为：价格**回调至560-575美元区间并出现30分钟以上级别的企稳结构（如底分型、站回短期均线）**，或**放量突破700美元阻力并站稳**。,560.0,575.0,550.0,1,,,backtest\output\0421-1140-2513HK\reports\2026-0320-2513HK\2_decision\summary.md
2513.HK,2026-03-23,hold,skipped,,,,,action_hold,,,630.5,当前不急于参与。若未来价格**缩量回调至555.5–600.0美元区间并出现企稳K线组合（如锤子线、晨星）**，可考虑分批布局；或**放量突破700–710美元阻力区**后跟进。,555.5,600.0,555.5,1,,,backtest\output\0421-1140-2513HK\reports\2026-0323-2513HK\2_decision\summary.md
2513.HK,2026-03-24,hold,skipped,,,,,action_hold,,,590.0,当前不急于参与。若未来转为“趋势延续”，潜在入场条件可能包括：价格在555-570美元区间缩量企稳后反弹，或放量突破640-650美元（收复10日EMA及短期结构阻力）。,555.0,570.0,1.0,1,,,backtest\output\0421-1140-2513HK\reports\2026-0324-2513HK\2_decision\summary.md
2513.HK,2026-03-25,buy_on_pullback,expired,,,,,entry_not_triggered,,,655.0,分批回调买入：,,,590.0,1,,,backtest\output\0421-1140-2513HK\reports\2026-0325-2513HK\2_decision\summary.md
2513.HK,2026-03-26,buy_on_pullback,triggered,2026-03-27,655.0,2026-04-02,779.0,window_end,6.0,18.9313,760.0,回调至650-655美元区间（10日EMA及近期平台支撑）企稳后分批买入。若价格放量突破765美元，可轻仓追多，但需快速止损。,650.0,655.0,590.0,1,,,backtest\output\0421-1140-2513HK\reports\2026-0326-2513HK\2_decision\summary.md
2513.HK,2026-03-27,hold,skipped,,,,,action_hold,,,684.0,当前不急于参与。未来若转为“趋势延续”，潜在入场条件为：股价回调至 **600-650美元** 区间并出现企稳迹象（如小时图缩量、小实体K线、RSI拐头向上），可考虑分批轻仓介入。,600.0,650.0,600.0,1,,,backtest\output\0421-1140-2513HK\reports\2026-0327-2513HK\2_decision\summary.md
2513.HK,2026-03-30,buy_on_pullback,expired,,,,,entry_not_triggered,,,668.0,等待价格回调至 **630.0-620.0美元** 支撑区域企稳后分批参与。企稳信号可参考：1）在该区域出现缩量止跌K线；2）30分钟或1小时图重新站上短期均线。,620.0,630.0,590.0,1,,,backtest\output\0421-1140-2513HK\reports\2026-0330-2513HK\2_decision\summary.md
2513.HK,2026-03-31,buy_on_pullback,expired,,,,,entry_not_triggered,,,733.5,分批回调买入，重点关注两个支撑区间：,,,600.0,1,,,backtest\output\0421-1140-2513HK\reports\2026-0331-2513HK\2_decision\summary.md
2513.HK,2026-04-01,buy_on_pullback,expired,,,,,entry_not_triggered,,,693.5,等待价格回调至 **650-620港元** 区间，并出现企稳信号（如小时图级别缩量、下影线、或指标底背离）后分批介入。,620.0,650.0,,1,,,backtest\output\0421-1140-2513HK\reports\2026-0401-2513HK\2_decision\summary.md
2513.HK,2026-04-02,buy_on_pullback,no_data,,,,,no_future_bars,,,915.0,等待价格回调至 **730.0 - 750.0港元** 支撑区域出现企稳信号（如小时图缩量止跌、分时图假跌破后快速收复）后分批买入。若回调至 **680.0 - 700.0港元** 更强支撑区域企稳，可增加仓位。,730.0,750.0,,1,,,backtest\output\0421-1140-2513HK\reports\2026-0402-2513HK\2_decision\summary.md
