ticker,trade_date,action,trend_judgment,report_action,report_trend_judgment,decision_source,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path,direction_bias,catalyst_state,extension_state,entry_posture
2513.HK,2026-02-06,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,催化后高波动整理型,催化消化主导,边际走弱,中,216.2,216.20 美元,当前无入场计划。等待价格在206-210支撑区间缩量企稳，且技术指标（如RSI回踩30-40超卖区、MACD不再加速下行）出现止跌信号，或有效放量突破228阻力确认短期回调结束，届时再重新评估方向。,206.0,210.0,,['若价格放量跌破176.0（核心支撑），则中期上涨趋势破坏，信号转为偏空。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0206-2513HK\2_decision\summary.md,中性,消化中,正常,等待确认
2513.HK,2026-02-09,hold,震荡等待确认,保持观望,震荡等待确认,rule_based,Beta情绪技术驱动型,多因素混合主导,边际走弱,高,203.2,203.20 美元,等待价格有效收复216.2（2月5日高点）且成交量恢复至日均400万以上，或回落至185-189支撑区间出现日线级别放量止跌信号（如阳包阴）。,185.0,189.0,,['1. 日线收盘价跌破165.1（1月12日绝对低点），中期多头结构完全破坏。2. 公司基本面出现融资失败或衍生负债触发赎回等负面公告。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0209-2513HK\2_decision\summary.md,中性,缺位,延展,等待确认
2513.HK,2026-02-10,hold,震荡等待确认,保持观望,震荡等待确认,rule_based,催化后高波动整理型,多因素混合主导,完整,高,276.8,276.80 港元,当前信号不支持建仓。若价格回调至10日EMA（约246港元）附近且日线缩量企稳，同时公司发布融资公告或行业政策利好，可考虑轻仓短线参与。,,,,['价格放量跌破192.00港元（1月23日低点），将确认上升结构破坏，转为风险主导；若公司披露融资失败或衍生负债触发偿付，则信号永久失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0210-2513HK\2_decision\summary.md,中性,缺位,延展,暂不参与
2513.HK,2026-02-11,sell,风险主导,建议卖出,风险主导,rule_based,Beta情绪技术驱动型,多因素混合主导,边际走弱,高,317.8,317.8港元,按已有持仓视角，建议反弹或开盘后减仓。若持有，可在315-320港元区域减持50%仓位，剩余仓位设止损于301港元（布林带上轨下方）。,315.0,320.0,,['短期失效：价格放量突破340-344港元区间并站稳。中期失效：公司公告与韩国客户达成关税分摊协议，或发布超预期营收指引。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0211-2513HK\2_decision\summary.md,看空,缺位,过热,暂不参与
2513.HK,2026-02-12,hold,震荡等待确认,保持观望,震荡等待确认,rule_based,Beta情绪技术驱动型,多因素混合主导,边际走弱,高,312.4,312.40 港元,当前不参与。未来若信号转为偏多，需等待价格回调至230-240港元区间(50日/200日SMA重合支撑)后出现放量企稳+技术结构确认，再作考虑。,230.0,240.0,,['1) 收盘价持续维持在10日EMA(约285港元)上方且成交量重新放大，转为偏多观察；2) 若收盘价跌破200日SMA(229.70港元)且无法在两日内收复，则技术结构破坏，偏空风险显著上升。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0212-2513HK\2_decision\summary.md,中性,缺位,过热,暂不参与
2513.HK,2026-02-13,sell,风险主导,建议卖出,风险主导,rule_based,公司催化趋势型,多因素混合主导,已破坏,高,402.0,402.0港元,已有持仓视角：建议分批减仓，可先在402.0港元附近减仓50%，若跌破342.96港元（布林带上轨）则进一步减仓至清仓；若价格反弹至400-430港元区域，可视为减仓机会。,400.0,430.0,,['若公司发布公告证明韩国收入占比低于5%且股价放量站稳402.0港元上方，则信号失效，转为观望。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0213-2513HK\2_decision\summary.md,看空,缺位,过热,暂不参与
2513.HK,2026-02-16,hold,震荡等待确认,保持观望,震荡等待确认,rule_based,催化后高波动整理型,多因素混合主导,边际走弱,高,485.0,485.0 美元,保持观望。若未来出现以下转多信号可考虑参与：1) 价格深度回调至350-370区域（10日EMA附近）并出现企稳信号；2) 公司发布反倾销澄清公告，明确光纤业务占比极低或已剥离；3) 新一轮融资公告（规模不低于15亿元）发布后。,350.0,370.0,2.0,['若价格跌破220（2月2-6日密集成交区），或收盘跌破200日SMA（约248），则多头结构破坏，需彻底转向防守；若公司无法在1-2周内发布反倾销应对公告且股价连续缩量下跌，则偏空信号增强。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0216-2513HK\2_decision\summary.md,中性,消化中,过热,暂不参与
2513.HK,2026-02-20,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,Beta情绪技术驱动型,多因素混合主导,完整,中,508.0,508.00 港元,当前无新买入计划。未来若价格回调至320-355港元区间，且RSI回落至60以下、成交量明显萎缩，可考虑分批建仓初始仓位。,320.0,355.0,,['价格跌破265.2港元（50/200日SMA重合区域），则中期上升趋势破坏，信号转为风险主导；若价格放量突破并站稳540-568港元区间，且RSI回落至70-80后再蓄力上攻，则信号可能转回趋势延续。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0220-2513HK\2_decision\summary.md,中性,消化中,过热,等待回调
2513.HK,2026-02-23,hold,震荡等待确认,保持观望,震荡等待确认,rule_based,Beta情绪技术驱动型,多因素混合主导,边际走弱,高,725.0,725.00港元,当前不制定买入计划。未来若转为偏多，需同时满足：价格缩量回调至450-508港元区间并出现企稳K线信号（如长下影线或阳线收高），且出现公司层面的正面催化（如重大客户合同、订单或财报超预期）。,450.0,508.0,,['若价格跌破508港元（2月16日收盘价）且无法快速收回，则短期支撑失效，趋势有转弱风险；若未来2周出现公司负面新闻（如现金流恶化、客户流失或竞争加剧），则信号全面转空。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0223-2513HK\2_decision\summary.md,中性,缺位,过热,暂不参与
2513.HK,2026-02-24,sell,风险主导,建议卖出,风险主导,rule_based,催化后高波动整理型,多因素混合主导,完整,高,560.0,560.00 美元,已有持仓视角——利用任何反弹至600-650区间分批减仓50%-70%；剩余仓位以跌破480（10日EMA）作为硬止损线，触发即清仓。,600.0,650.0,,['价格放量站上680并维持两天以上，同时公司发布重大融资或订单公告。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0224-2513HK\2_decision\summary.md,看空,缺位,延展,暂不参与
2513.HK,2026-02-25,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,多因素混合主导,完整,高,628.0,628.00港元,等待价格回调至480-520港元区间，并出现成交量萎缩、日线级别企稳信号（如十字星或小阳线）后，可试探性建仓。,480.0,520.0,,['收盘价跌破485港元（2月13日收盘，本轮加速起点确认位），意味着上涨结构被破坏，中期转向震荡或下跌，应停止所有多头计划。若缩量企稳信号未出现，价格直接放量跌破480港元，则同样视为失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0225-2513HK\2_decision\summary.md,看多,消化中,延展,等待回调
2513.HK,2026-02-26,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,Beta情绪技术驱动型,多因素混合主导,完整,高,560.5,560.50 港元,等待价格回调至10日EMA（当前约506港元）附近企稳后，以收盘价站稳510港元以上作为初步参与条件，或等待价格进一步回落至460-420区间出现缩量止跌形态（如双底、十字星、RSI回踩50）后开始小仓位建仓。初始仓位不超过总资金10%。,420.0,460.0,11.0,['若收盘价有效跌破355港元（2月11-13日整理区下沿），则此轮脉冲行情完全终结，趋势转为空头，应止损离场；若MACD在高位形成死叉且RSI跌破60，则应暂停所有多头计划。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0226-2513HK\2_decision\summary.md,看多,消化中,过热,等待回调
2513.HK,2026-02-27,hold,震荡等待确认,保持观望,震荡等待确认,rule_based,Beta情绪技术驱动型,多因素混合主导,边际走弱,高,556.5,556.5港元,当前不急于参与。建议等待两会政策落地后，若政策明确利好且股价放量突破600港元并站稳，可视为偏多信号；或等待价格回落至460-500区间出现缩量止跌、低位放量企稳信号后，再评估参与。,460.0,500.0,2026.0,['若两会政策表述不及预期（或利好落地后市场快速回调），且股价跌破420港元（2026-02-13调整低点下方），则趋势结构可能转为风险主导。届时应转向防守，不再等待买入机会。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0227-2513HK\2_decision\summary.md,中性,缺位,延展,暂不参与
