ticker,trade_date,action,trend_judgment,report_action,report_trend_judgment,decision_source,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path,direction_bias,catalyst_state,extension_state,entry_posture
AAOI,2026-02-03,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,多因素混合主导,完整,中,44.16,44.16美元,等待回调至38.00-41.30美元区间（前期突破平台至10日EMA）企稳并出现阳线反包信号时分批参与，或放量突破布林带上轨46.01美元后回踩44美元附近确认时参与。,38.0,41.3,,['日收盘价跌破50日SMA 33.59美元且MACD死叉；或财报后营收增速降至20%以下、毛利率未能继续提升至30%以上。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0203-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-04,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,46.12,46.12美元,回调至41.0-42.0美元区间，且出现缩量企稳信号时分批建仓；若价格进一步回落至38.0-39.0美元（0.618回撤位附近），可加仓至目标仓位。,41.0,42.0,41.0,['日线收盘价跌破41.0美元（10日EMA），且次日无法收复，应减仓或止损；若收盘跌破34.0美元（50日SMA），则中期趋势破坏，建议清仓；财报显示收入增速低于50%或毛利率跌破27%，需重新评估基本面逻辑。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0204-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-05,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,39.9,39.90美元,回调至34.00-35.50美元区间且出现日线级别企稳信号（如收阳线、下影线、RSI自40以下回升）后分批参与。（此区间对应50日SMA附近及前期整理平台上沿，为趋势延续性交易者提供较高盈亏比的入场区。）,34.0,35.5,33.0,['收盘价跌破33.00美元（该价位跌破将确认中期上升趋势破坏，多头策略需全面终结）；或2025Q4财报中经营现金流进一步恶化且应收账款周转未改善（基本面证伪信号）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0205-AAOI\2_decision\summary.md,看多,支撑中,正常,等待回调
AAOI,2026-02-06,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,38.13,38.13 美元,等待价格回调至34.00-35.00美元区间，观察到明确的企稳信号（如单日出现长下影线、成交量萎缩后的止跌阳线）后分批建仓。,34.0,35.0,32.0,['1) 日线收盘价明确跌破32.00美元（1月8日低点）；2) 价格反弹至40-41美元区间但无法放量站稳，再次向下破位。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0206-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-09,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,44.3,44.30美元,等待价格回调至38.00-40.00美元区间。该区间是近期回调低点（37.02美元）与10日EMA（约41.20美元）下方的支撑区域，若在该区间企稳且成交量缩量止跌，可分批参与。,38.0,40.0,34.79,['1. 收盘价连续两个交易日跌破50日SMA（约34.79美元），则中期上升趋势面临破坏，应立即离场。2. 若后续反弹无法突破并站稳49.11美元近期高点，且再次跌回42美元以下并放量下跌，则短期头部确认，不再参与。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0209-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-10,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,Beta与技术结构主导,完整,中,47.91,47.91美元,回调至10日EMA（43.53美元）附近区域，即42.50-44.50美元区间，出现企稳或小时线级别反转信号时小仓位试多。,42.5,44.5,35.75,['1）价格跌破50日SMA（35.75美元）且3个交易日内无法收回，中期上升趋势被破坏，多头逻辑失效。2）若入场后价格跌破入场价下方5%（以42.50美元入场为例，即40.38美元），执行止损。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0210-AAOI\2_decision\summary.md,看多,消化中,延展,等待回调
AAOI,2026-02-11,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,48.49,48.49美元,等待价格回调至43.00-45.00美元区间，企稳后分批参与。若价格直接放量突破50.22美元布林带上轨，可考虑轻仓追涨。,43.0,45.0,44.3,['1. 价格收盘跌破44.30美元（近期回调低点支撑）；2. 价格跌破41.00美元（10日EMA区域）；3. 伊朗-美国谈判破裂引发市场系统性下跌。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0211-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-12,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,Beta情绪技术驱动型,多因素混合主导,完整,中,48.4,48.40 美元,等待价格回调至44.00-45.00美元区间，且出现止跌信号（如阳线收盘、成交量萎缩）后分批轻仓参与。,44.0,45.0,42.0,['价格有效跌破42.00美元，则短期上升结构破坏，应停止所有多头参与并离场观望。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0212-AAOI\2_decision\summary.md,看多,消化中,延展,等待回调
AAOI,2026-02-13,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,边际走弱,中,43.99,43.99美元,等待回调至39.5-41.0美元区间（50日SMA动态支撑与前期成交密集区共振）且出现止跌信号（如缩量十字星或放量阳线）后分批参与。,39.5,41.0,37.0,['若价格有效跌破37.0美元（1月28日突破阳线起点及2月4日低点下方），则中期多头结构可能遭到破坏，应停止所有买入计划。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0213-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-17,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,44.46,44.46美元,等待价格回调至37-39美元区间（50日SMA附近）企稳后分批建仓；或等待价格放量突破并站稳50.10美元后回调确认再参与。,37.0,39.0,37.26,['收盘价跌破37.26美元（50日SMA）且伴随MACD转负，中期多头趋势失效；若进一步跌破27.66美元（200日SMA），则长期趋势转空，应清仓。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0217-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-18,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,43.91,43.91美元,建议在41.0-42.5美元区间内，等待价格放量企稳或出现长下影线等止跌信号后分批参与。,41.0,42.5,37.0,['1. 价格有效跌破37.0美元（2月4-5日密集成交区下沿与50日SMA下方），中期多头结构破坏。2. 连续3个交易日收盘价低于40.0美元且成交量放大，表明支撑失守。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0218-AAOI\2_decision\summary.md,看多,支撑中,正常,等待回调
AAOI,2026-02-19,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,43.44,43.44美元,回调至38.0-40.5美元区间（50日SMA附近），配合RSI回落至50-55区间、出现止跌K线信号（如放量长下影线）后分批参与。,38.0,40.5,37.0,['日线收盘价跌破37.0美元（低于50日SMA约1美元，接近布林带下轨），或MACD形成死叉确认；此时中期多头结构可能失效，应暂停多头策略并考虑止损。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0219-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-20,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,46.98,46.98美元,等待回调至42.50-44.50美元区间分批建仓，优先在43.44美元（10日EMA附近）及42.55美元（2月18日低点）两个子价位观察企稳信号，或等待放量突破50.80美元后追涨。,42.5,44.5,38.02,['价格收盘跌破50日SMA（当前约38.02美元）且无快速收复迹象，则中期上升结构破坏，应止损离场；若MACD跌破2.0并持续下行，短期动能衰竭，需重新评估参与条件。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0220-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-23,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,Beta情绪技术驱动型,多因素混合主导,完整,中,51.68,51.68美元,回调至44.00-47.00美元区间，等待价格企稳或出现缩量止跌信号后分批参与。,44.0,47.0,44.33,['价格跌破44.33美元（布林带中轨）且放量，应暂停买入；若跌破38.96美元（50日SMA），多头结构受威胁，转入观望。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0223-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-24,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,53.96,53.96美元,等待价格回调至49.00-50.00美元区间（10日EMA附近），且日线出现缩量止跌或企稳信号（如收盘站稳49美元、下影线较长）后分批介入；若价格放量突破55.18美元（布林带上轨）且成交量大于800万股，可轻仓追入，止损设于50美元下方。,49.0,50.0,46.0,"['1. 价格连续两个交易日收盘跌破46.00美元（2月13日-20日整理平台下沿），则短期上升结构转弱，应离场。', '2. 价格跌破39.39美元（50日SMA），则中期上升趋势破坏，宣告入场逻辑失效。']",D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0224-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-25,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,56.27,56.27 美元,等待回调至10日EMA附近（50-51美元）或2月20日突破启动区域（47-49美元）分批建仓；若价格强势放量突破57.01美元并站稳，可小仓位右侧追入。,50.0,51.0,45.96,['1）日线收盘跌破45.96美元（2月20日起涨低点），短期上升结构破坏；2）日线收盘跌破50日SMA（39.83美元），中期趋势转空；3）Q4财报大幅低于预期或给出悲观指引，打破基本面改善叙事。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0225-AAOI\2_decision\summary.md,看多,消化中,延展,等待回调
AAOI,2026-02-26,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,58.12,58.12美元,等待回调至51.00-52.50美元区间（10日EMA附近），待价格企稳并出现阳线包阴或成交量萎缩等止跌信号后分批介入。若价格放量突破并站稳59.25美元，可考虑轻仓追入。,51.0,52.5,51.68,['价格有效跌破51.68美元（近端支撑位），或收盘价跌破50日SMA（当前约39.83美元，随时间上移），则短期趋势可能转弱，应暂停多头思路。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0226-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-02-27,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,公司催化主导,完整,中,53.69,53.69美元,回调至47.00-48.00美元区域（10日EMA实际支撑附近）并出现止跌信号（如缩量十字星/小阳线）时建立初始仓位；若回调更深，则等待41.35-43.00美元（50日SMA附近）再分批加仓。,47.0,48.0,38.0,['收盘价跌破38.00美元且连续2个交易日无法收复，中期上升结构将被破坏，需全面离场观望。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\AAOI\0425-1919-AAOI\reports\2026-0227-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
