ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,quantity,exit_signal_date,exit_signal_action,report_path
AAOI,2026-03-16,buy_on_pullback,triggered,2026-03-17,88.0,2026-03-31,80.0,stop_loss,14.0,-9.0909,96.81,回调至82.00-88.00美元区间（布林中轨、前期突破平台区域）企稳后分批买入。,82.0,88.0,80.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0316-AAOI\2_decision\summary.md
AAOI,2026-03-17,hold,skipped,,,,,action_hold,,,94.07,当前不急于建立新仓位。未来若转向偏多，需观察价格在84-93美元支撑区出现缩量企稳或放量反弹信号；若转向偏空，则需观察价格有效跌破84美元支撑平台。,84.0,93.0,84.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0317-AAOI\2_decision\summary.md
AAOI,2026-03-18,hold,skipped,,,,,action_hold,,,86.33,当前不急于参与。若未来价格能放量突破并站稳102-106美元阻力区，可考虑趋势转多；若价格回调至58-60美元（50日SMA）区域并出现缩量企稳信号，可考虑作为中期买点评估。,102.0,106.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0318-AAOI\2_decision\summary.md
AAOI,2026-03-19,hold,skipped,,,,,action_hold,,,92.63,当前不提供买入或卖出计划。若未来转多，需观察价格在85-86美元或60-65美元（50日均线）支撑区出现缩量企稳或放量反弹K线信号，且MACD出现拐头。若未来转空，需观察价格放量跌破85美元并确认短期结构走弱。,85.0,86.0,85.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0319-AAOI\2_decision\summary.md
AAOI,2026-03-20,buy_on_pullback,expired,,,,,pre_entry_invalidation,,,101.92,回调至92-95美元支撑区间企稳后分批参与，或价格在85-86美元前低区域出现明确反弹信号时加仓。,92.0,95.0,85.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0320-AAOI\2_decision\summary.md
AAOI,2026-03-23,hold,skipped,,,,,action_hold,,,87.54,当前不提供买入或卖出计划。未来若转向偏多，需观察价格在84.00-88.00美元支撑区企稳后，能否放量突破95.50美元（10日EMA）阻力。若转向偏空，则以价格跌破84.00美元作为关键触发信号。,84.0,88.0,84.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0323-AAOI\2_decision\summary.md
AAOI,2026-03-24,buy_on_pullback,triggered,2026-03-30,88.0,2026-03-30,84.6,stop_loss,0.0,-3.8636,95.76,回调至84.60-88.00美元支撑区域企稳后参与，或等待价格重新站稳10日EMA（约99美元）并伴随成交量放大时介入。更理想的介入区间在63-70美元（50日SMA附近）。,84.6,88.0,84.6,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0324-AAOI\2_decision\summary.md
AAOI,2026-03-25,buy_on_pullback,triggered,2026-03-26,101.67,2026-04-07,117.64,window_end,12.0,15.7077,113.9,回调至101.67-99.00美元（10日EMA与布林带中轨区域）或86.33-87.54美元（近期低点区域）企稳后分批买入。,99.0,101.67,65.5,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0325-AAOI\2_decision\summary.md
AAOI,2026-03-26,buy_on_pullback,triggered,2026-03-27,101.2,2026-03-30,92.6,stop_loss,3.0,-8.498,114.41,回调至 **100.00-102.00美元** 区间（涵盖10日EMA及布林带中轨关键支撑）企稳后分批参与。或等待价格放量突破 **118.75美元**（近期高点）后轻仓跟进。,100.0,102.0,92.6,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0326-AAOI\2_decision\summary.md
AAOI,2026-03-27,buy_on_pullback,triggered,2026-03-30,95.0,2026-03-30,84.6,stop_loss,0.0,-10.9474,97.42,回调至92.00-95.00美元支撑区间企稳后分批轻仓介入，或更稳健地等待84.60-88.00美元关键支撑区附近的企稳信号（如长下影线、阳线吞噬）。,92.0,95.0,84.6,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0327-AAOI\2_decision\summary.md
AAOI,2026-03-30,hold,skipped,,,,,action_hold,,,98.21,当前不急于参与。若未来价格**放量突破114.41美元**且站稳，可考虑转向偏多；若价格**回调至92-87美元区间**并出现缩量企稳、看涨K线组合等止跌信号，也可评估多头机会。,87.0,92.0,86.33,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0330-AAOI\2_decision\summary.md
AAOI,2026-03-31,hold,skipped,,,,,action_hold,,,85.19,当前不急于参与。若未来转多信号出现，需观察价格在81.90-85.20区域出现日线级别企稳形态（如锤头线、晨星），或放量突破95.30阻力。若未来转空信号出现，需观察价格收盘跌破81.90后是否反弹无力。,81.9,85.2,81.9,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0331-AAOI\2_decision\summary.md
AAOI,2026-04-01,hold,skipped,,,,,action_hold,,,84.59,当前不急于参与。若未来转多信号出现，需满足：价格在70.90-81.91美元支撑区间内出现日线收盘企稳，且伴随成交量放大或RSI底背离；或美伊和谈达成协议后市场风险偏好系统性回升，股价放量突破93.65美元（10日EMA）。,70.9,81.91,70.9,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0401-AAOI\2_decision\summary.md
AAOI,2026-04-02,hold,skipped,,,,,action_hold,,,86.35,当前不急于参与。若未来转多，需观察：1) 价格在84.50-85.50美元或78.50-80.00美元支撑区域出现明确的日线级别止跌企稳信号（如长下影线、看涨吞没形态）；2) 放量突破并站稳95.50美元阻力上方。若未来转空，则需观察价格日线收盘有效跌破78.50美元。,84.5,85.5,78.5,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0402-AAOI\2_decision\summary.md
AAOI,2026-04-06,buy_on_pullback,expired,,,,,entry_not_triggered,,,103.91,回调至92.63-96.00美元支撑区间企稳后分批参与。,92.63,96.0,92.63,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0406-AAOI\2_decision\summary.md
AAOI,2026-04-07,buy_on_pullback,no_data,,,,,no_future_bars,,,107.45,回调至92.60-95.50美元支撑区间或75.23美元（50日SMA）附近企稳后，分批轻仓介入。严禁追高。,92.6,95.5,75.23,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0407-AAOI\2_decision\summary.md
