ticker,trade_date,action,trend_judgment,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
AAOI,2026-03-16,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,96.81,96.81美元,等待股价回调至82.00-85.00美元支撑区间企稳后分批轻仓介入。,82.0,85.0,80.0,['收盘价有效跌破80.00美元（关键支撑区下沿），或1.6T订单出现取消或重大延迟的官方消息。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0316-AAOI\2_decision\summary.md
AAOI,2026-03-17,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,94.07,94.07美元,当前不急于参与。若未来价格能在84-86美元关键支撑区域出现缩量企稳信号，可重新评估转多可能；若放量突破115美元阻力区域，则可能预示整理结束。,84.0,86.0,84.0,['1. 股价收盘价有效跌破84美元关键平台支撑，趋势转弱。2. 公司基本面出现恶化，如下季度营收增速断崖式下滑或现金流进一步恶化。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0317-AAOI\2_decision\summary.md
AAOI,2026-03-18,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,86.33,86.33美元,当前不急于建立新仓位。若未来价格能放量突破并站稳102-106美元阻力区，可考虑趋势转强；若回调至58-60美元（50日均线）区域出现企稳缩量信号，可评估波段做多机会。,102.0,106.0,85.0,['对于潜在多头，失效条件为收盘价有效跌破85美元近期关键支撑，或股价反弹无法收复95-100美元区域即再次转跌。对于潜在空头，失效条件为放量突破110-114美元阻力区。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0318-AAOI\2_decision\summary.md
AAOI,2026-03-19,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,92.63,92.63美元,当前不急于参与。若未来价格放量突破110-115美元阻力区，可考虑趋势转强；若回调至60-65美元（50日均线）核心支撑区并出现企稳信号，可评估多头机会。,110.0,115.0,60.04,['对于潜在多头机会，失效条件为日收盘价有效跌破60.04美元（50日SMA）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0319-AAOI\2_decision\summary.md
AAOI,2026-03-20,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,101.92,101.92美元,当前不急于开新仓。若未来价格放量突破116美元（次级阻力）并站稳，可能预示整理结束、趋势重启，可考虑转向偏多。若价格放量跌破85美元关键支撑且无法快速收回，则下行风险加剧。,,,,['1. 转多失效条件：价格无法突破110-116美元阻力区并再度掉头向下，或跌破92-95美元支撑区后继续走弱。2. 转空失效条件：价格在85-95美元支撑区强势企稳并伴随成交量放大，随后向上突破短期阻力。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0320-AAOI\2_decision\summary.md
AAOI,2026-03-23,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,87.54,87.54美元,等待价格回调至62.30-65.00美元（50日SMA附近）企稳后参与，或价格在当前84.60-88.00美元支撑带上方整理后，放量突破95.50美元（10日EMA）时参与。,62.3,65.0,84.0,['日线收盘价有效跌破84.00美元关键支撑，或宏观风险急剧升级导致整体市场趋势转空。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0323-AAOI\2_decision\summary.md
AAOI,2026-03-24,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,95.76,95.76美元,等待价格回调至84.60-88.00美元支撑区域出现企稳信号（如日线级别反转K线、成交量萎缩后再次放大）时分批介入。或更理想地，等待价格回调至63-70美元（50日SMA汇聚区）企稳后参与。,84.6,88.0,84.6,['日线收盘价有效跌破84.60美元关键支撑，并确认无法快速收复，表明调整加深，上涨结构可能破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0324-AAOI\2_decision\summary.md
AAOI,2026-03-25,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,113.9,113.90美元,等待价格回调至关键支撑区并出现企稳信号后分批介入。重点关注两个区域：1. 101-99美元（10日EMA与布林带中轨交汇区）。2. 88-86美元（近期双底区域）。,99.0,101.0,65.5,['价格周线收盘有效跌破50日移动平均线（当前约65.50美元，动态上移）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0325-AAOI\2_decision\summary.md
AAOI,2026-03-26,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,114.41,114.41美元,等待价格回调至92.63-101.18美元支撑区域（重点关注100-102美元区间）出现企稳或放量反弹信号后分批参与。,92.63,101.18,86.33,['日线收盘价有效跌破86.33美元（3月17日低点），则意味着本轮上涨趋势可能发生更深度的调整，需重新评估多头逻辑。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0326-AAOI\2_decision\summary.md
AAOI,2026-03-27,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,97.42,97.42美元,等待股价回调至92.00-95.00美元第一支撑带或84.60-88.00美元关键支撑带附近，出现企稳信号（如分时图收敛、长下影线）后分批轻仓介入。,92.0,95.0,,['收盘价有效跌破关键支撑位84.60美元。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0327-AAOI\2_decision\summary.md
AAOI,2026-03-30,hold,震荡等待确认,公司催化趋势型,公司催化主导,边际走弱,风险与机会拉锯,98.21,98.21美元,当前不急于开仓。若价格放量突破114美元阻力，可视为震荡结束、趋势重启信号。若价格回调至92-87美元关键支撑区域并出现缩量企稳及看涨K线组合，可视为潜在多头机会。,87.0,92.0,86.33,['若价格放量跌破86.33美元（前低）并连续三日无法收回，则双顶形态成立，短期结构转弱，观望结论失效并转向看跌。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0330-AAOI\2_decision\summary.md
AAOI,2026-03-31,hold,震荡等待确认,公司催化趋势型,多因素混合主导,边际走弱,风险与机会拉锯,85.19,85.19美元,当前不急于开仓。若未来价格能在76.80-81.90美元的关键支撑区域（尤其是50日均线~70.00美元附近）出现日线级别企稳信号（如锤头线、晨星），且宏观情绪缓和，可考虑转为择机买入。若价格放量突破95.30-97.50美元阻力区并站稳，则表明调整可能结束，趋势重启。,76.8,81.9,69.0,['1. 若价格日线收盘价有效跌破69.00美元（50日均线），则中期上升趋势结构可能破坏，观望逻辑将转向风险主导。2. 若宏观地缘风险急剧升级，导致系统性抛售，则即便公司有积极基本面也可能失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0331-AAOI\2_decision\summary.md
AAOI,2026-04-01,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,84.59,84.59美元,当前不急于建立新仓位。若未来价格在70.90-78.57美元支撑区间内出现日线级别企稳信号（如锤头线、晨星形态或RSI底背离），可考虑转为“择机买入”。若放量突破100-102美元阻力区并站稳，可考虑趋势再确认。,70.9,78.57,70.9,['对于潜在多头布局，失效条件为日线收盘价有效跌破70.90美元（50日SMA）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0401-AAOI\2_decision\summary.md
AAOI,2026-04-02,hold,震荡等待确认,公司催化趋势型,多因素混合主导,边际走弱,风险与机会拉锯,86.35,86.35美元,当前不急于开仓。若未来价格在72美元（50日均线）或84.50美元关键支撑区域出现明确日线级别企稳信号（如放量阳线收复短期均线），且同时有宏观风险缓和的迹象，可考虑转为“择机买入”。若价格放量突破95.50-98.00美元阻力区，且MACD指标好转，也可视为转多信号。,95.5,98.0,78.5,['对于潜在多头头寸，失效条件为：1. 股价日线收盘价有效跌破78.50美元（前低附近）。2. 宏观风险显著升级（如中东冲突扩大导致油价持续飙升），引发板块新一轮普跌。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0402-AAOI\2_decision\summary.md
AAOI,2026-04-06,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,103.91,103.91美元,等待价格回调至92.50-96.00美元支撑区间企稳后分批参与。,92.5,96.0,92.5,['收盘价有效跌破92.50美元支撑区，或进一步跌破85.00美元（前次反弹起点）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0406-AAOI\2_decision\summary.md
AAOI,2026-04-07,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,107.45,107.45美元,等待价格回调至92.60-95.50美元支撑区间或75.23美元（50日SMA）附近企稳信号，分批轻仓介入。,92.6,95.5,75.23,['收盘价有效跌破75.23美元（50日SMA）关键中期趋势支撑。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0407-AAOI\2_decision\summary.md
