ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,quantity,exit_signal_date,exit_signal_action,report_path
1347.HK,2026-03-19,hold,skipped,,,,,action_hold,,,94.85,当前不急于参与。未来若转多，需观察：1）价格放量突破98.4-99.0港元阻力区并回踩确认；或2）回落至86.3-88.0港元强支撑区出现企稳信号。,98.4,99.0,91.4,1,,,backtest\output\0421-0008-1347HK\reports\2026-0319-1347HK\2_decision\summary.md
1347.HK,2026-03-20,hold,skipped,,,,,action_hold,,,91.18,当前不急于参与。未来若转为看多，需观察两个条件同时满足：1. 宏观避险情绪显著缓解（如地缘局势出现降温信号）；2. 股价日线收盘价放量突破94.50美元并企稳。,,,,1,,,backtest\output\0421-0008-1347HK\reports\2026-0320-1347HK\2_decision\summary.md
1347.HK,2026-03-23,hold,skipped,,,,,action_hold,,,88.4,当前不急于参与。未来若转多，需观察：1）价格在81.5-83.0港元（布林带下轨）或85.9-86.5港元（近期密集区）出现放量企稳信号；或2）价格放量突破并站稳98.3港元（50日SMA）后回踩确认。,81.5,83.0,,1,,,backtest\output\0421-0008-1347HK\reports\2026-0323-1347HK\2_decision\summary.md
1347.HK,2026-03-24,sell,skipped,,,,,action_sell_no_position,,,83.3,（基于已有持仓视角）考虑在价格向90-91.5美元阻力区域反弹时减仓；或设定止损于81.00美元下方，若跌破则果断离场。,90.0,91.5,,1,,,backtest\output\0421-0008-1347HK\reports\2026-0324-1347HK\2_decision\summary.md
1347.HK,2026-03-25,hold,skipped,,,,,action_hold,,,86.85,当前不急于参与。未来若转多，需观察价格在82.50-84.00港元区域出现缩量企稳信号，或日线收盘确认突破89.12港元（10日EMA）。,82.5,84.0,82.5,1,,,backtest\output\0421-0008-1347HK\reports\2026-0325-1347HK\2_decision\summary.md
1347.HK,2026-03-26,sell,skipped,,,,,action_sell_no_position,,,88.65,（基于已有持仓视角）,,,,1,,,backtest\output\0421-0008-1347HK\reports\2026-0326-1347HK\2_decision\summary.md
1347.HK,2026-03-27,sell,skipped,,,,,action_sell_no_position,,,83.15,（基于已有持仓视角）考虑在价格反弹至94.50-97.84港元阻力区域遇阻时减仓；或设置止损于关键支撑81.20港元下方，若跌破则执行止损撤离。,94.5,97.84,81.2,1,,,backtest\output\0421-0008-1347HK\reports\2026-0327-1347HK\2_decision\summary.md
1347.HK,2026-03-30,sell,skipped,,,,,action_sell_no_position,,,82.8,（已有持仓视角）在股价反弹至88.00-91.00美元阻力区域时减仓；若股价放量跌破80.50美元关键支撑，应进一步降低仓位或止损撤离。,88.0,91.0,86.07,1,,,backtest\output\0421-0008-1347HK\reports\2026-0330-1347HK\2_decision\summary.md
1347.HK,2026-03-31,sell,skipped,,,,,action_sell_no_position,,,81.5,（基于已有持仓视角）,,,78.6,1,,,backtest\output\0421-0008-1347HK\reports\2026-0331-1347HK\2_decision\summary.md
1347.HK,2026-04-01,sell,no_data,,,,,no_future_bars,,,77.65,（基于已有持仓视角）,,,,1,,,backtest\output\0421-0008-1347HK\reports\2026-0401-1347HK\2_decision\summary.md
