ticker,trade_date,action,trend_judgment,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
2513.HK,2026-03-16,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,530.0,530.0美元,当前不急于建立新仓位。若未来价格能在地缘风险缓和背景下，于500-510支撑区间明确企稳（例如出现单针探底后阳线收复），可考虑转为偏多思路。若放量突破并站稳582-600阻力区，则可能开启新一轮升势。,500.0,510.0,500.0,['1. 价格周线收盘有效跌破500美元整数关口。2. 地缘政治危机显著恶化，导致港股市场出现系统性恐慌下跌。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0316-2513HK\2_decision\summary.md
2513.HK,2026-03-17,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,605.0,605.0港元,当前不急于参与。若未来价格放量突破725港元前高，可考虑趋势确认后回调介入；或等待价格回调至560-575港元支撑区间并出现企稳信号后，再评估做多机会。,560.0,575.0,,['对于潜在多头策略，失效条件为收盘价有效跌破560港元支撑区域。对于整体观望立场，失效条件是上述关键催化或关键风险中的任一方向出现决定性变化。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0317-2513HK\2_decision\summary.md
2513.HK,2026-03-18,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,完整,风险与机会拉锯,621.5,621.5美元,当前不急于参与。若未来价格带量突破708美元阻力，可考虑趋势跟随；或若价格回调至550-560美元强支撑区域并出现企稳信号，可评估宏观环境后考虑分批介入。,550.0,560.0,550.0,['对于潜在多头策略，收盘价有效跌破550美元支撑位且反弹无力收回，则入场逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0318-2513HK\2_decision\summary.md
2513.HK,2026-03-19,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,完整,风险与机会拉锯,742.5,742.5美元,当前不急于参与。若未来价格能回调至560-620美元支撑区域并出现企稳迹象，同时宏观避险情绪未进一步恶化，可考虑分批介入。或等待公司发布重大利好且股价放量突破765美元前高后再行跟随。,560.0,620.0,555.5,['1. 价格收盘价有效跌破555.5美元中期强支撑，技术结构破坏。2. 宏观地缘政治风险显著加剧，导致市场全面进入避险模式。3. 公司出现融资失败或现金流断裂的明确负面消息。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0319-2513HK\2_decision\summary.md
2513.HK,2026-03-20,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,完整,风险与机会拉锯,659.0,659.0美元,当前不急于参与。若未来价格能在地缘风险缓释背景下，于560-575美元强支撑区明确企稳并反弹，可考虑转多。若价格放量突破765.0美元前高且MACD形成金叉，也可视为趋势加速信号。,560.0,575.0,,['1. 对于潜在多头：价格放量跌破560-575美元关键支撑平台，且50日均线走平或拐头向下。2. 对于潜在空头：地缘风险快速缓和，同时价格放量突破765.0美元前高。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0320-2513HK\2_decision\summary.md
2513.HK,2026-03-23,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,630.5,630.5美元,当前不急于参与。若未来价格在555.5-600.0美元支撑带出现缩量企稳的K线信号，可考虑转为偏多思路。若放量突破700-710美元阻力区并站稳，则显示整理结束，趋势可能重启。,555.5,600.0,555.5,['对于潜在多头思路，失效条件为价格日线收盘价有效跌破555.5美元支撑平台。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0323-2513HK\2_decision\summary.md
2513.HK,2026-03-24,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险与机会拉锯,590.0,590.0美元,当前保持空仓观望。若未来价格在510-530美元核心支撑带出现明确企稳信号（如缩量十字星、阳线反包）且宏观风险缓和，可考虑转为择机买入。若价格放量突破并站稳640-650美元阻力区，则表明短期调整可能结束，也可作为转多信号。,510.0,530.0,510.0,['1. （转多条件失效）价格放量跌破510美元支撑。2. （转空条件触发）价格无法站回570美元上方并继续弱势震荡，同时宏观风险显著加剧。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0324-2513HK\2_decision\summary.md
2513.HK,2026-03-25,buy_on_pullback,趋势延续,Beta情绪技术驱动型,Beta与技术结构主导,完整,风险与机会拉锯,655.0,655.0美元,等待价格回调至590.0-630.0美元区间企稳后分批介入。,590.0,630.0,555.0,['价格放量跌破555.0-560.0美元的关键支撑平台。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0325-2513HK\2_decision\summary.md
2513.HK,2026-03-26,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,完整,风险与机会拉锯,760.0,760.0美元,当前不急于参与。若未来价格放量突破765美元且宏观情绪改善，可考虑转为偏多。若价格跌破590美元且宏观风险加剧，则可能转向偏空。,,,,['1. 转多条件失效：价格无法突破765美元并回落至650美元下方。2. 转空条件失效：价格在590美元上方企稳且地缘风险未进一步恶化。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0326-2513HK\2_decision\summary.md
2513.HK,2026-03-27,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险与机会拉锯,684.0,684.0美元,当前不急于参与。若未来价格能在地缘风险缓和背景下，于600-650美元支撑区间出现企稳缩量信号，可考虑转为偏多。若股价放量跌破600美元，则趋势破坏风险增大。,600.0,650.0,590.0,['1. 对于潜在的偏多转换，失效条件为股价放量跌破590美元。2. 对于当前的观望立场，失效于宏观风险显著缓和且股价强势突破765-790美元阻力区，或宏观风险加剧导致价格跌破关键支撑。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0327-2513HK\2_decision\summary.md
2513.HK,2026-03-30,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,完整,风险与机会拉锯,668.0,668.0美元,当前不急于参与。若未来价格能放量突破790美元阻力，可考虑趋势跟随；或等待价格深度回调至590-555美元强支撑区域且出现企稳信号后再评估多头机会。,555.0,590.0,555.0,['对于潜在多头机会，失效条件为价格收盘价有效跌破555美元支撑平台。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0330-2513HK\2_decision\summary.md
2513.HK,2026-03-31,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,733.5,733.5美元,等待价格回调至关键支撑区间企稳后分批参与。首要关注668.0-659.0美元区间（近期低点及10日EMA附近）的企稳信号；其次关注630.0-605.0美元更深支撑区域。入场需配合成交量萎缩后再次放量的确认。,659.0,668.0,600.0,['收盘价有效跌破600.0美元整数关口，这可能意味着中期上升趋势结构被破坏，上涨逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0331-2513HK\2_decision\summary.md
2513.HK,2026-04-01,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险未主导,693.5,693.5港元,等待价格回调至650-620港元支撑区间企稳后分批介入。,620.0,650.0,,['收盘价有效跌破640港元关键支撑，或50日SMA（约474港元）趋势走平拐头向下。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0401-2513HK\2_decision\summary.md
2513.HK,2026-04-02,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,915.0,915.0港元,等待价格回调至关键支撑区域企稳后参与。优先关注730.0-750.0港元区域（包含10日EMA及近期突破位），次选680.0-700.0港元区域。,730.0,750.0,,['价格放量跌破680.0港元支撑区域，并导致50日SMA趋势走平或拐头向下。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\2513.HK\0423-1100-2513HK\reports\2026-0402-2513HK\2_decision\summary.md
