ticker,trade_date,action,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
2513.HK,2026-03-16,hold,530.0,530.0 美元,当前不急于建立新仓位。若未来价格**放量突破并站稳582美元以上**，可考虑趋势转强信号；若价格**回调至500-510美元区间并出现明确企稳信号**，可考虑技术性反弹机会。在此之前，以观察为主。,500.0,510.0,500.0,"['1.  **转多条件失效**：若价格无法收复10日EMA（约565.5美元）并持续受制于该阻力，或跌破500美元后无法快速收回，则短期转多逻辑失效。', '2.  **转空条件失效**：若价格在500-510支撑区强势反弹并收复短期均线，且宏观局势未进一步恶化，则深度看空逻辑失效。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0316-2513HK\2_decision\summary.md
2513.HK,2026-03-17,hold,605.0,605.0港元,当前不急于参与。若未来价格放量突破725港元并站稳，可考虑右侧跟进；或若回调至560-575港元区间企稳且宏观风险缓和，可轻仓试探。反之，若跌破560港元且无积极基本面变化，则转向防御。,560.0,575.0,560.0,"['1. 对于潜在多头机会：价格收盘跌破560港元支撑区，且10日EMA下穿50日SMA。', '2. 对于潜在空头机会：价格收盘突破725港元并伴随成交量显著放大。', '适合的场景**', '1. 擅长区间交易、能承受极高波动的短线交易者。', '2. 等待技术面突破或基本面催化确认的右侧交易者。', '3. 将标的作为卫星配置、能严格止损的成长型投资者。', '不适合的场景**', '1. 寻求财务稳健、现金流稳定的价值投资者。', '2. 无法承受单日大幅波动或杠杆交易的保守型投资者。', '3. 希望基于明确趋势信号进行中线持仓的趋势交易者。', '证据摘要**', '1. **技术结构**：价格处于560-725港元宽幅震荡，长期均线向上但短期均线走平，MACD高位回落，RSI中性，ATR>80显示波动剧烈，方向选择前不宜激进。', '2. **新闻/宏观**：无公司近期利好，地缘冲突推高成本与风险溢价，压制风险偏好，但未直接破坏公司长期逻辑。', '3. **基本面**：公司处于战略投入期，现金储备充裕但亏损巨大、财务结构脆弱，缺乏近期催化，基本面无法提供1-2周上涨动力。', '4. **报告整体语气**：技术面建议“回调参与或观察”，新闻面建议“观望或谨慎偏空”，基本面建议“持有/观望”，均未明确指向短期上涨或下跌。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0317-2513HK\2_decision\summary.md
2513.HK,2026-03-18,hold,621.5,621.5 美元,当前不急于参与。若未来转多，需观察价格在550-560美元强支撑区企稳并伴随积极信号，或带量突破697-708美元阻力区。若未来转空，则观察价格收盘有效跌破550美元支撑。,550.0,560.0,550.0,"['1.  **看多观点失效**：收盘价有效跌破550美元关键支撑位。', '2.  **看空观点失效**：收盘价强势突破并站稳708美元上方。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0318-2513HK\2_decision\summary.md
2513.HK,2026-03-19,hold,742.5,742.5 美元,当前不急于参与。若未来价格能回调至560-620美元支撑区域并出现企稳放量信号，可考虑分批介入；或若宏观风险显著缓和且股价放量突破765美元前高，则趋势延续信号将增强。,560.0,620.0,555.5,"['1. 价格收盘价有效跌破555.5美元（中期强支撑），技术结构转弱。', '2. 宏观风险加剧（如油价持续飙升、冲突扩大），导致市场避险情绪全面主导。', '适合的场景**', '1. 能够忍受极高波动、并愿意等待更优风险回报比入场点的短线交易者。', '2. 作为观察案例，用于跟踪宏观风险与高波动成长股之间的相互作用。', '不适合的场景**', '1. 寻求稳定财务基本面或安全边际的价值投资者。', '2. 风险厌恶型投资者或希望立即明确方向进行趋势跟随的交易者。', '3. 期望在当前位置追涨或重仓押注短期突破的激进策略。', '证据摘要**', '1. **技术面**：长期与中期均线多头排列，趋势未坏，但RSI自超买回落、MACD高位走平，显示动量减弱；报告明确建议“看多但不做多（现价）”，等待回调参与。', '2. **新闻面**：公司层面新闻真空，缺乏基本面催化剂；宏观环境强烈偏空（中东冲突、美联储鹰派、油价飙升），压制成长股风险偏好。', '3. **基本面**：公司处于深度战略性亏损，资不抵债，现金流依赖融资，财务风险极高，无短期改善催化。', '综合来看，技术趋势与宏观风险、脆弱基本面相互抵消，未来1-2周方向不够清晰。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0319-2513HK\2_decision\summary.md
2513.HK,2026-03-20,hold,659.0,659.0 美元,当前不急于参与。若未来转为偏多信号，需同时满足：1) 宏观风险情绪缓和（如VIX回落）；2) 价格在560-618美元支撑区间内出现企稳反弹信号。若未来转为偏空信号，触发条件为：价格放量跌破560美元且宏观风险持续。,560.0,618.0,560.0,"['- 观望状态失效条件（转多）：价格在560-618美元支撑区企稳反弹，且日收盘价重新站稳650美元上方。', '- 观望状态失效条件（转空）：价格放量跌破560美元，且日收盘价持续低于该水平。', '12. 适合的场景**', '- 投资者风险承受能力高，擅长在极高波动和事件不确定性中等待明确信号。', '- 作为宏观风险对冲策略的一部分，当前保持低风险敞口。', '- 短线交易者计划在明确支撑或阻力位附近进行高抛低吸（需严格止损）。', '13. 不适合的场景**', '- 寻求明确短期趋势方向进行顺势交易的投资者。', '- 期望基于公司基本面改善进行中期布局的价值投资者。', '- 无法持续跟踪地缘政治进展与公司事件驱动的投资者。', '14. 证据摘要**', '- **技术面**：长期均线多头排列，但价格自高点765美元大幅回落，MACD与RSI动量衰减，ATR处于高位，显示短期处于高位震荡整理，方向不明。', '- **新闻面**：公司层面信息真空，无独立催化剂；宏观面地缘冲突升级、全球增长预期下调，构成显著风险压制，主导市场情绪。', '- **基本面**：资不抵债、经营现金流持续大幅流出，生存依赖持续融资，财务风险极高，无法为短期股价提供基本面支撑。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0320-2513HK\2_decision\summary.md
2513.HK,2026-03-23,buy_on_pullback,630.5,630.5美元,等待价格回调至555.5-600.0美元支撑区间（尤其是靠近600美元关口）出现企稳信号后分批参与。,555.5,600.0,555.5,"['价格放量跌破555.5美元关键支撑平台且无法快速收回，这可能意味着中期上升趋势结构被破坏。', '适合的场景**', '- 能够承受高波动、接受高风险配置的成长型或趋势交易者。', '- 认同“趋势中回调买入”策略，并有耐心等待更好入场位置的投资者。', '不适合的场景**', '- 追求稳定财务基本面、低风险或价值投资的投资者。', '- 无法接受股价短期内因宏观情绪或高波动而大幅回撤的交易者。', '- 希望立即入场并追求短期快速上涨的追高策略。', '证据摘要**', '1.  **技术面**：长期与中期均线多头排列且陡峭上行，价格偏离均线幅度大。短期回调被定义为“高位整理”，关键支撑555.5-600.0美元明确，报告核心建议为“回调参与”。', '2.  **新闻面**：公司层面无直接新闻，处于信息真空。宏观地缘风险构成负面扰动，但国内科技创新政策提供长期背景。整体未提供改变原趋势的决定性利空。', '3.  **基本面**：公司处于战略性亏损扩张阶段，财务结构高风险，但营收已具规模，且现金储备与融资能力为其“烧钱换增长”模式提供了短期支撑，核心叙事未被颠覆。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0323-2513HK\2_decision\summary.md
2513.HK,2026-03-24,hold,590.0,590.0美元,当前不急于参与。若未来转多，需观察价格在510-570美元支撑带内出现缩量企稳信号（如阳线反包、十字星），并等待RSI重回50以上或MACD拐头。若转空，则需观察价格放量跌破510美元支撑。,510.0,570.0,510.0,"['1.  （转多失效）价格无法在510-570美元区间获得支撑并企稳，反而放量跌破510美元。', '2.  （转空失效）价格在555-570美元上方强势整理后，重新放量站上10日EMA（约620-630美元）。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0324-2513HK\2_decision\summary.md
2513.HK,2026-03-25,buy_on_pullback,655.0,655.0美元,等待价格回调至590.0-630.0美元支撑区间（重点关注620-630美元第一支撑区），出现企稳信号（如缩量、小实体K线）后分批介入。,590.0,630.0,422.05,['价格放量跌破555.0-560.0美元深度支撑平台，并导致50日SMA（当前约422.05美元）趋势走平或拐头，则中期上涨趋势可能被破坏，多头逻辑失效。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0325-2513HK\2_decision\summary.md
2513.HK,2026-03-26,hold,760.0,760.0美元,当前不急于参与。若未来转多，需观察价格在650-655美元关键支撑区企稳并伴随积极量价信号，或等待放量突破765美元阻力确认。若未来转空，需观察价格有效跌破590-600美元支撑区域。,650.0,655.0,550.0,"['1.  （若未来转多）多头逻辑失效条件：价格收盘价跌破550-560美元中期关键支撑。', '2.  （若未来转空）空头逻辑失效条件：价格放量突破并站稳765美元上方，且宏观风险显著缓和。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0326-2513HK\2_decision\summary.md
2513.HK,2026-03-27,hold,684.0,684.0 美元,当前不急于参与。若未来转为偏多信号，需观察：1) 价格在600-650美元支撑区出现缩量企稳迹象；2) 宏观风险出现明确缓和。若转为偏空信号，则观察价格是否放量跌破600美元。,600.0,650.0,600.0,"['- **转多失效条件**：股价放量跌破600美元支撑。', '- **转空失效条件**：股价放量突破790美元前高，且MACD形成新的金叉。', '12. 适合的场景**', '- 擅长区间交易、能承受极高波动的短线交易者。', '- 能紧密跟踪地缘政治进展与公司事件、并愿意等待右侧确认的投资者。', '13. 不适合的场景**', '- 寻求明确单边趋势或基于基本面价值投资的投资者。', '- 风险承受能力低、无法接受日内巨幅波动的投资者。', '14. 证据摘要**', '- **技术面**：长期均线多头排列，但MACD顶背离、RSI自超买区回落、高位放量滞涨，显示短期上涨动能衰竭，进入高波动整理。', '- **宏观面**：美伊冲突升级推升全球避险情绪与通胀担忧，压倒国内政策托底信号，科技股风险偏好受压制。', '- **基本面**：公司处于新闻真空期，无近期催化；财务呈现巨额亏损、负净资产、经营性现金持续流出，短期依赖融资生存。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0327-2513HK\2_decision\summary.md
2513.HK,2026-03-30,hold,668.0,668.0 美元,当前不急于参与。若未来转多信号出现，需观察：1) 价格回调至620-630或590-555支撑区企稳，且成交量放大、指标重新走强；2) 放量突破790.0阻力。若未来转空信号出现，需观察：1) 价格收盘有效跌破555支撑；2) 宏观风险加剧导致板块整体破位。,620.0,630.0,555.0,"['- 多头失效：价格收盘价有效跌破555.0美元，且50日均线趋势走平或拐头向下。', '- 空头失效：价格放量突破790.0美元并站稳，且宏观风险显著缓和。', '12. 适合的场景**', '- 能够承受极高波动、并愿意在明确技术信号出现后右侧交易的短线交易者。', '- 将该公司视为高风险主题投机、仅配置极小仓位的风投型投资者。', '13. 不适合的场景**', '- 寻求财务稳健、有盈利支撑或明确短期催化剂的投资者。', '- 风险厌恶型或无法接受本金大幅亏损的投资者。', '- 希望基于基本面进行中期布局的价值投资者。', '14. 证据摘要**', '- **技术面**：长期与中期均线多头排列，但价格偏离度过大；MACD高位走平，RSI自超买回落；波动率（ATR）极高；报告核心建议是“不建议追高”，等待回调至620-630或590-555区域参与。', '- **新闻面**：公司层面无关键新闻，处于信息静默期；宏观地缘风险（美伊冲突）升温，压制风险偏好；行业政策虽有长期支撑，但缺乏短期催化。', '- **基本面**：资不抵债（净资产-81.11亿元），巨额亏损（年净亏46.98亿元），经营现金流大幅净流出，依赖融资输血；财务生存风险突出，无法支持短期估值上行。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0330-2513HK\2_decision\summary.md
2513.HK,2026-03-31,buy_on_pullback,733.5,733.5 美元,等待价格回调至 **668-659美元** 支撑区间出现企稳信号（如缩量后再度放量回升）时分批买入。若回调更深，可关注 **630-605美元** 次级支撑区的参与机会。,659.0,668.0,600.0,"['收盘价有效跌破 **600美元** 整数关口（对应3月16日低点区域），这可能意味着中期上升趋势破坏，多头逻辑失效。', '适合的场景**', '- 高风险偏好投资者，能承受高波动与极端财务风险。', '- 相信公司商业化增长逻辑且愿意等待回调布局的顺势交易者。', '- 将仓位控制在极小比例，作为成长赛道的高弹性配置。', '不适合的场景**', '- 保守型、价值型或厌恶财务风险的投资者。', '- 寻求短期稳定收益或股息收入的投资者。', '- 无法严格执行止损纪律的交易者。', '证据摘要**', '1. **技术趋势完好**：价格高于所有关键均线，均线多头排列，长期与中期上升趋势明确。', '2. **基本面催化强劲**：财报ARR同比增60倍，验证商业化突破，构成核心定价支撑。', '3. **整体建议偏多**：技术报告建议“回调参与”，新闻报告认为增长逻辑坚实，基本面报告虽提示风险但未转向“卖出”。', '4. **风险可控**：宏观情绪与高波动主要影响短期节奏，未破坏上涨结构与核心叙事。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0331-2513HK\2_decision\summary.md
2513.HK,2026-04-01,buy_on_pullback,693.5,693.5港元,等待价格回调至 **650–620港元** 区间出现企稳信号（如缩量、下影线、指标底背离）后分批介入。,620.0,650.0,650.0,"['- 价格收盘价有效跌破 **640港元** 支撑（近期震荡区间下沿）。', '- 50日SMA（约474港元）趋势走平或拐头向下。', '12. 适合的场景**', '- 高风险偏好、能承受高波动的趋势交易者。', '- 相信AI大模型商业化叙事、愿意以回调布局方式参与趋势延续的投资者。', '- 将该公司作为AI赛道卫星配置、小仓位参与行业贝塔的投资者。', '13. 不适合的场景**', '- 追求财务稳健、低波动或股息收入的传统价值投资者。', '- 无法接受净资产为负、持续巨额亏损等财务风险的投资者。', '- 希望在当前价位附近追高或重仓押注的激进建仓者。', '14. 证据摘要**', '- **技术面**：长期与中期均线多头排列，价格远高于50日/200日均线；MACD、RSI处于强势区间；报告结论明确“更适合回调参与”，关键支撑位于650–620港元。', '- **新闻面**：ARR暴增60倍是强烈的公司特异性正面催化，股价已反应但逻辑未证伪；宏观噪音（地缘冲突、误关联新闻）未掩盖主导叙事。', '- **基本面**：收入初具规模（7.24亿元）验证商业化潜力；巨额研发投入与亏损反映成长期特征，但融资能力尚存；负面财务结构（负净资产、负现金流）构成长期风险，但未来1-2周并非主导因素。', '- **整体语气**：三份报告均未转向“减仓/撤退”为核心建议，技术报告与新闻报告均指向“等待更好位置参与多头”。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0401-2513HK\2_decision\summary.md
2513.HK,2026-04-02,hold,915.0,915.0港元,当前不急于参与。若未来价格能有效突破并站稳938港元历史前高，且宏观情绪缓和，可考虑趋势跟随。若价格回调至680-700港元强支撑区域并出现企稳信号，且公司无新增负面新闻，可评估低吸机会。,680.0,700.0,,"['1.  **转多条件失效**：价格放量跌破680港元关键支撑区域，并导致50日均线走平或拐头。', '2.  **转空条件失效**：价格在宏观风险缓解背景下，放量突破并站稳938港元，且回调不再触及800港元以下。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round16\reports\2513.HK\0423-0034-2513HK\reports\2026-0402-2513HK\2_decision\summary.md
