sequence,ticker,trade_date,team_id,llm_model,selected_analysts,trace_dir,source_report_dir,report_dir,decision_path,llm_calls,tool_calls,tokens_in,tokens_out,executive_summary
11,AAOI,2026-03-16,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0316-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0316-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0316-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-16
截面日期：2026-03-13
截面价格：96.81美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：边际走弱
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周，股价在消化获利盘和融资利空后，更可能在高位宽幅震荡中测试关键支撑，并酝酿趋势延续的机会。核心上涨逻辑（1.6T订单验证增长前景）未破坏，但短期波动风险极高，方向虽偏多但需等待更好的风险回报比位置。
执行摘要：技术面长期趋势强劲但短期调整压力大，出现跌破10日EMA、MACD顶背离等动能衰竭信号，波动率急剧放大。基本面因获得重大1.6T订单而出现结构性改善，但同期宣布扩大股权融资计划引发短期稀释担忧。多空因素拉锯导致高位剧烈震荡，但主导驱动仍是公司催化，上涨趋势边际走弱但未破坏。核心策略是避免追高，耐心等待回调至关键支撑区企稳后参与。
关键催化因素：1. 获得主要超大规模客户1.6T光模块批量订单，验证技术地位并打开未来增长空间。2. 收入同比暴增82.7%，毛利率提升至30%，基本面出现实质性改善。3. 分析师基于订单利好上调目标价至140美元。
关键风险：1. 短期波动风险极高（ATR飙升），获利了结压力沉重。2. 扩大ATM股权融资至5亿美元，引发短期稀释担忧。3. 经营现金流持续大幅净流出，盈利能见度仍低。4. 宏观地缘政治风险可能放大市场波动。
入场方式：等待股价回调至82.00-85.00美元强支撑区间（布林带中轨及前期突破平台附近），出现缩量企稳信号后分批轻仓介入。
失效条件：收盘价有效跌破80.00美元（关键支撑区下沿），这可能意味着上涨趋势中断，调整级别扩大。
适合的场景：能承受极高波动、相信公司催化长期逻辑、擅长波段交易和严格止损的激进成长型投资者。
不适合的场景：风险厌恶型投资者；追求稳定现金流和确定性的价值投资者；无法接受日内大幅波动的短线交易者。
证据摘要：1. 公司催化：获得首个主要客户1.6T批量订单，是改变中期增长预期的核心利好。2. 趋势结构：长期均线多头排列，价格远高于50/200日均线，但短期跌破10日EMA，动量指标顶背离，显示趋势边际走弱但未破坏。3. 风险拉锯：融资稀释担忧和极高波动率构成短期压制，但与订单利好形成多空交织。4. 正文建议：技术报告和新闻报告的核心建议均为“避免追高，等待回调至关键支撑（82-85美元）后参与”，符合“择机买入”的偏多但等待更好位置的逻辑。"
12,AAOI,2026-03-17,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0317-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0317-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0317-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-17
截面日期：2026-03-16
截面价格：94.07美元
样本分型：催化后高波动整理型
主导驱动：催化消化主导
趋势完整性：边际走弱
风险状态：风险与机会拉锯
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。股价在经历由AI行业叙事和营收爆发增长驱动的爆炸性上涨后，正受ATM融资稀释担忧和极端获利回吐压力主导，进入高位剧烈震荡消化阶段。技术面短期动能衰竭、波动率极高，基本面短期现金消耗与亏损问题凸显，与强劲的长期行业趋势及营收增长形成拉锯。多空因素相互抵消，缺乏明确的短期方向驱动。
执行摘要：AAOI处于短期利空消化与长期利好支撑的博弈节点。技术面显示长期趋势虽未破坏，但短期已跌破10日EMA，自超买区域回落，波动率极端放大。基本面营收高增但现金消耗巨大且持续亏损。新闻面受5亿美元ATM融资计划压制。未来1-2周更可能在高位宽幅震荡，以消化浮筹和融资担忧，方向不明，宜观望。
关键催化因素：1. AI数据中心资本开支浪潮及行业价值重估。2. 公司季度营收同比超80%的高增长及毛利率改善趋势。3. 分析师基于行业前景上调目标价（如至140美元）。
关键风险：1. ATM股权融资计划引发持续稀释担忧及抛压。2. 技术面短期动能衰竭、波动率极高，存在深度回调风险。3. 基本面经营现金流巨额净流出、持续亏损及营运资本恶化。4. 地缘政治（伊朗局势）压制整体市场风险偏好。
入场方式：当前不急于参与。若未来价格能在84-86美元关键支撑区域出现明显企稳信号（如缩量、看涨形态），且伴随公司层面关于AI订单或资金用途的积极消息，可考虑转为偏多评估。若股价放量突破115-129美元阻力区，则表明消化完成可能重启升势。
失效条件：1. 股价收盘价有效跌破84美元关键平台支撑，技术结构转弱。2. ATM融资担忧持续，且下一季度财报显示营收增速断崖式下滑或现金流进一步恶化，证伪增长逻辑。
适合的场景：能承受极高波动、擅长区间震荡策略的短线交易者；愿意等待1-3个月以观察增长质量与催化消化结果的投资者。
不适合的场景：寻求稳定性和明确短期方向的趋势交易者；无法忍受股权稀释和持续亏损的保守型投资者；风险厌恶、无法管理极端波动的投资者。
证据摘要：技术面：价格跌破10日EMA，MACD与RSI自高位回落，布林带极端扩张，ATR飙升，显示短期调整与高波动。基本面：Q4营收同比增82.7%、毛利率提升至30%，但经营现金流-1.74亿美元，净亏损-3823万美元，增长质量存疑。新闻面：ATM融资计划增至5亿美元构成短期情绪利空；AI行业趋势强劲构成长期支撑；宏观地缘政治风险压制风险偏好。多空因素拉锯。"
13,AAOI,2026-03-18,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0318-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0318-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0318-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-18
截面日期：2026-03-17
截面价格：86.33美元
样本分型：催化后高波动整理型
主导驱动：多因素混合主导
趋势完整性：边际走弱
风险状态：风险与机会拉锯
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。公司AI叙事与股权稀释风险相互抵消，技术面处于高位剧烈震荡后的消化期，价格在关键支撑（85美元）与阻力（102美元）间拉锯，缺乏明确的短期催化剂来打破平衡。市场需要时间消化浮筹、降低波动率并等待更清晰的基本面信号。
执行摘要：AAOI在经历事件驱动的爆炸性上涨后，进入高波动整理阶段。尽管长期趋势未坏，但短期动能衰减，多空因素（AI叙事期待 vs. ATM稀释风险及宏观扰动）势均力敌。未来1-2周最合理的做法是等待价格在关键支撑区域企稳或出现新的催化来确认方向，当前不急于押注。
关键催化因素：1. OFC会议展示的AI数据中心解决方案引发市场关注，潜在订单公告可能成为上行催化剂。2. 下一季度财报若能显示AI产品收入占比提升，将验证增长叙事。
关键风险：1. 5亿美元ATM股权发行计划带来的持续稀释压力和资金需求疑虑。2. 技术面短期结构转弱，若跌破85美元关键支撑可能加速回调。3. 地缘政治等宏观因素压制科技股风险偏好。4. 营运资本恶化，公司仍处于亏损和负经营现金流状态。
入场方式：当前不建立新仓位。若未来价格放量突破102-106美元阻力区并站稳，可考虑趋势转强；若回调至58-60美元（50日均线）区域出现缩量企稳信号，可考虑分批介入。
失效条件：对于潜在多头策略，失效条件为收盘价有效跌破85美元近期低点支撑，或ATM计划出现超预期的大规模折价发行。
适合的场景：适合能承受高波动、擅长区间交易并等待关键点位确认的短线交易者；或计划在更深回调至中期支撑位布局的波段投资者。
不适合的场景：不适合寻求稳定趋势、低风险偏好的投资者；不适合在缺乏明确信号前急于追涨或抄底的交易。
证据摘要：1. 技术面：价格从高点大幅回撤，跌破短期均线，MACD高位死叉，RSI从超买回落，处于高波动整理，关键支撑在85美元。2. 新闻面：OFC AI展示提供情绪支撑，但ATM增发计划构成明确稀释风险，多空交织。3. 基本面：营收爆发式增长是亮点，但持续亏损、负现金流及营运资本恶化构成风险。综合来看，未来1-2周缺乏主导力量打破震荡格局。"
14,AAOI,2026-03-19,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0319-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0319-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0319-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-19
截面日期：2026-03-18
截面价格：92.63美元
样本分型：催化后高波动整理型
主导驱动：多因素混合主导
趋势完整性：边际走弱
风险状态：风险与机会拉锯
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周，股价更可能在高位宽幅区间内震荡，缺乏明确方向。AI主题情绪与融资稀释风险相互抵消，技术面处于短期调整与长期趋势的拉锯中，价格需要时间在关键支撑与阻力间寻找新的平衡，方向性证据不足。
执行摘要：股价在经历由AI主题催化驱动的爆炸性上涨后，进入高位消化整理阶段。技术面显示短期动能衰竭、波动率极高，但中长期趋势结构未破坏。基本面收入高增长提供长期叙事，但盈利与现金流为负，且存在股权稀释风险。多空因素交织，未来1-2周最合理的做法是等待更清晰信号。
关键催化因素：1. AI数据中心光模块产品在OFC大会的展示提振市场情绪；2. 收入同比超80%的高增长叙事；3. 若未来1-2周公布AI相关实质性订单，将是强劲催化剂。
关键风险：1. 5亿美元ATM增发计划带来的持续股权稀释压力；2. 技术面短期结构走弱，MACD高位死叉，价格测试关键支撑；3. 经营现金流为负，盈利尚未兑现；4. 宏观地缘政治风险可能压制成长股风险偏好。
入场方式：当前不急于开仓。若未来价格放量突破110-115美元阻力区并站稳，可考虑趋势重启。若价格深度回调至60-65美元（50日均线）附近并出现企稳信号，可评估基本面后考虑布局。
失效条件：1. 对于潜在多头：日收盘价有效跌破60.04美元（50日均线），意味着中期趋势破坏。2. 对于潜在空头：日收盘价放量突破并站稳127.01美元前高之上，意味着调整结束并可能开启新升势。
适合的场景：擅长区间交易、能严格止损的短线交易者；能紧密跟踪公司订单与财报进展、等待更明确基本面信号再行动的中长线投资者。
不适合的场景：厌恶极端波动的投资者；寻求立即明确单边趋势的交易者；无法接受基本面亏损和股权稀释风险的价值投资者。
证据摘要：1. 技术面：价格跌破10日EMA，MACD高位死叉，RSI自超买区回落，显示短期动能衰竭；但价格远高于50日及200日均线，长期趋势结构完整。ATR处于历史高位，波动剧烈。2. 基本面：收入高增长是核心亮点，但公司仍处亏损且经营现金流为负，近期ATM增发计划构成稀释风险。3. 新闻面：OFC大会AI展示带来正面情绪催化，但与稀释利空及宏观风险形成对冲。多空因素势均力敌。"
15,AAOI,2026-03-20,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0320-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0320-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0320-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-20
截面日期：2026-03-19
截面价格：101.92美元
样本分型：催化后高波动整理型
主导驱动：催化消化主导
趋势完整性：边际走弱
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多，但并非直接上涨。股价在经历公司催化（OFC产品展示）驱动的极端上涨后，正进行高波动整理以消化涨幅和ATM增发利空。长期及中期趋势结构完整，关键支撑（92-95美元及85-86美元）明确，报告核心建议是“回调至支撑区间参与”，而非转向防守或离场。因此，上涨逻辑未破坏，短期属于趋势中的调整与再参与准备。
执行摘要：技术面显示长期趋势强劲，但短期动量衰竭进入高位整理；基本面营收增长强劲但现金流为负，且面临ATM增发稀释；新闻面多空交织（OFC展示 vs. 增发）。综合判断，未来1-2周更可能是在关键支撑区间企稳整固，为后续偏多方向积蓄力量，操作上应放弃追高，耐心等待回调买入机会。
关键催化因素：1. OFC会议展示AI数据中心光学解决方案，强化技术叙事与增长预期。2. 营收同比大幅增长82.7%且毛利率提升，基本面成长性验证。3. 若整理后能于支撑位企稳并伴随动量指标修复，可能重启升势。
关键风险：1. ATM股权增发计划构成持续稀释压力。2. 经营现金流大幅为负，盈利拐点不确定性高。3. 短期技术动量衰竭，且宏观地缘风险加剧波动。4. 若价格放量跌破85美元关键支撑，上涨结构可能破坏。
入场方式：等待价格回调至92-95美元支撑区间企稳后轻仓参与，或回调至85-86美元区域出现企稳信号时加仓。
失效条件：价格放量跌破85美元关键前低支撑位并无法快速收回。
适合的场景：能承受高波动、接受分批建仓、愿意等待回调机会的成长型投资者。
不适合的场景：追求稳定现金流、厌恶高波动和亏损、无法接受股权稀释风险或要求立即上涨的投资者。
证据摘要：技术面长期均线多头排列，价格远高于50日/200日均线，但短期MACD死叉、RSI回落，价格测试10日EMA支撑，进入高位震荡。新闻面OFC展示提供正向催化，但ATM增发形成压制，宏观风险增加波动。基本面营收高增长与毛利率改善是核心支撑，但现金流为负是主要风险。报告整体建议“回调参与”，非“离场观望”。"
16,AAOI,2026-03-23,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0323-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0323-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0323-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-23
截面日期：2026-03-20
截面价格：87.54美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：边际走弱
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周，公司层面获得重大订单的实质性利好是主导驱动力，提供了明确的基本面支撑。尽管宏观地缘政治风险带来高波动和短期技术面动能衰减，但长期与中期上涨结构未破坏，价格在关键支撑区域（84.60-88.00美元）博弈。核心判断为上涨逻辑仍在，但需等待更好的风险回报比入场时机，方向仍偏多。
执行摘要：公司获得超5300万美元800G光模块订单构成重大基本面催化，验证AI数据中心增长叙事。技术面处于暴涨后的高波动整理，关键支撑暂未失守，但短期动能减弱。宏观风险压制风险偏好，导致多空拉锯。未来1-2周更可能是在支撑区上方整固，为后续偏多方向积蓄力量，而非趋势反转。
关键催化因素：1. 获得主要超大规模客户超过5300万美元的800G光模块批量订单，提供明确收入能见度。2. 在OFC 2026展示下一代AI基础设施解决方案，强化技术领先预期。3. 收入同比大幅增长82.7%，毛利率提升至30.0%，基本面趋势积极。
关键风险：1. 宏观地缘政治风险（美伊紧张局势）压制整体科技股风险偏好，引发高波动。2. 技术面短期动能衰竭，价格跌破短期均线，若失守84.60美元关键支撑可能加深回调。3. 公司经营现金流仍为负，盈利能见度较低。
入场方式：等待价格回调至84.00-88.00美元支撑区域企稳，或放量突破95.50美元（10日EMA）阻力后分批参与。
失效条件：日线收盘价有效跌破84.00美元关键支撑位，或宏观风险急剧升级导致纳斯达克指数破位下行。
适合的场景：看好AI数据中心硬件赛道，能承受高波动，愿意等待回调后风险回报比更优位置介入的成长型投资者。
不适合的场景：风险厌恶型投资者；追求短期稳定收益或立即启动行情的交易者；无法接受股价在支撑位附近继续宽幅震荡的投资者。
证据摘要：1. 公司催化：重大订单落地，基本面显著改善。2. 技术结构：长期（200日SMA）、中期（50日SMA）趋势仍完整向上，价格在关键支撑区博弈。3. 宏观与风险：地缘政治导致风险偏好与公司利好拉锯，波动率高，但未主导破坏上涨逻辑。4. 整体建议：报告核心建议为“不要追高，等待回调至支撑位或突破阻力后参与”，符合“趋势延续但需择机”的判断。"
17,AAOI,2026-03-24,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0324-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0324-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0324-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-24
截面日期：2026-03-23
截面价格：95.76美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险未主导
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多。核心驱动是公司刚获得超过5300万美元的重大订单，基本面出现实质性拐点，上涨逻辑明确且未破坏。技术面长期与中期趋势完整，当前高位震荡属于利好后的消化与整理，并非趋势反转。尽管短期波动剧烈且存在宏观噪音，但公司特异性利好占据主导，预计价格在关键支撑区域企稳后更可能延续上行趋势。
执行摘要：公司获得重大订单验证AI产品商业化，基本面出现拐点。技术面长期趋势强劲，短期处于利好消化期。未来1-2周更可能是在关键支撑区域整固后延续上涨，而非趋势反转。建议等待回调至关键支撑区域企稳后参与，严禁追高。
关键催化因素：1. 获得超5300万美元800G光模块批量订单，直接改变未来收入预期。2. 营收同比大幅增长82.7%，高增长叙事坚实。3. 行业处于AI驱动的高速光模块需求爆发期。
关键风险：1. 短期价格波动极端（ATR极高），存在情绪化波动风险。2. 订单执行与客户集中度风险。3. 公司仍处于亏损和负经营现金流状态。4. 宏观地缘政治局势可能带来系统性波动。
入场方式：等待价格回调至84.60-87.54美元支撑区域出现企稳信号（如日线级别反转K线）后分批轻仓介入；或更理想地等待回调至63-70美元区域（50日SMA附近）企稳后参与。
失效条件：日线收盘价有效跌破84.60美元关键支撑位；或价格跌破快速上行的50日SMA（约63.89美元）并无法快速收回。
适合的场景：相信公司特异性催化且能承受高波动的成长型/趋势交易者；认可AI基础设施长期逻辑，并采用回调分批建仓与严格止损的投资者。
不适合的场景：无法忍受单日大幅波动的保守型投资者；要求立即盈利和正向现金流的价值投资者；倾向于追涨杀跌的交易者。
证据摘要：1. 新闻面：重大订单落地是改变定价的核心利好，主导近期价格行为。2. 基本面：营收爆发式增长，基本面拐点出现。3. 技术面：长期与中期均线呈多头排列，价格远高于均线，趋势完整；短期跌破10日EMA及MACD死叉属于大涨后的正常整理。4. 报告建议：技术报告与新闻报告均明确建议“回调参与”，核心逻辑是趋势未坏，等待更好位置。"
18,AAOI,2026-03-25,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0325-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0325-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0325-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-25
截面日期：2026-03-24
截面价格：113.90美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多。核心驱动是公司获得超过5300万美元的800G光模块批量订单，这一基本面重大改善已驱动股价突破，且长期与中期技术趋势（远高于50日及200日均线）保持完整。尽管短期因极端波动和宏观逆风（地缘政治）进入高位震荡，但报告核心建议是“谨慎看多，等待回调后的低风险介入机会”，上涨逻辑未破坏，短期调整更倾向于趋势中的整固而非反转。
执行摘要：公司特异性订单催化已落地并推动股价大涨，技术趋势保持完整但短期波动极高。未来1-2周更可能是在关键支撑区整固后延续上行趋势，而非转向下跌。操作上严禁追高，应等待回调至支撑区企稳后分批参与。
关键催化因素：1. 获得超5300万美元800G光模块批量订单，提供明确短期营收能见度；2. 营收同比大幅增长82.7%，验证高成长性；3. 技术面长期与中期均线呈强劲多头排列。
关键风险：1. 极端波动性风险（ATR处于高位）；2. 宏观地缘政治紧张局势压制科技股风险偏好；3. 公司仍处于亏损状态，经营现金流为负，依赖融资。
入场方式：等待价格回调至关键支撑区域并出现企稳信号后分批轻仓介入。重点关注两个区域：1. 101-99美元（10日EMA/布林带中轨交汇区）；2. 88-86美元（近期低点密集区）。
失效条件：价格周线收盘有效跌破50日移动平均线（当前约65.50美元，动态上移），则中期上涨趋势可能被破坏，多头逻辑失效。
适合的场景：高风险偏好的成长型/趋势交易者；能接受高波动、愿意等待回调位置分批建仓的投资者；交易公司特异性催化落地后趋势延续的场景。
不适合的场景：低风险偏好或价值投资者；无法承受单日超10美元波动的投资者；希望追涨或进行短期高频交易的场景。
证据摘要：1. 新闻面：公司获得超5300万美元大额订单，属基本面重大改善，主导近期走势。2. 技术面：价格远高于所有主要均线，长期与中期上升趋势完整，RSI从超买健康回落。3. 基本面：营收同比暴增82.7%，成长性极强，但盈利与现金流仍为负。4. 报告核心建议：整体倾向“谨慎看多”，明确建议“只适合回调参与”，并给出了具体的回调买入区间。"
19,AAOI,2026-03-26,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0326-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0326-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0326-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-26
截面日期：2026-03-25
截面价格：114.41美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多。尽管存在高波动和宏观逆风，但公司特异性重大订单催化已实质性改善基本面预期，且技术面长期与中期上升趋势结构完整，价格仍高于关键支撑。当前阶段更类似趋势中的高波动整理与获利盘消化，而非趋势反转，核心逻辑是等待更好位置参与上涨趋势的延续。
执行摘要：AAOI在获得超大规模客户5300万美元800G光模块订单后，基本面叙事显著强化。技术面长期与中期趋势完好，但短期动能衰减、波动率极高，且面临宏观地缘风险扰动。未来1-2周更可能是在关键支撑上方进行震荡整理，为后续上涨蓄力。操作上应避免追高，耐心等待回调至支撑区域企稳后的参与机会。
关键催化因素：1. 获得超大规模客户超过5300万美元的800G光模块批量订单，直接锁定未来营收并验证AI需求逻辑。2. 营收同比爆发式增长（82.7%）与毛利率显著提升（30.0%）显示经营拐点潜力。3. 长期与中期均线系统呈强劲多头排列。
关键风险：1. 宏观地缘政治紧张（美伊冲突）导致市场风险偏好下降，可能放大股价波动。2. 技术面短期动量衰竭，且ATR处于极端高位，单日波动风险大。3. 基本面经营现金流仍为负，且营运资本（应收、存货）激增，存在现金流风险。
入场方式：等待价格回调至92.00-102.00美元支撑区域（涵盖近期平台下沿、10日EMA及布林中轨），出现缩量企稳或再次放量反弹信号时分批参与。
失效条件：日线收盘价有效跌破86.33美元（3月17日低点），则意味着调整加深，趋势可能转弱。
适合的场景：高风险偏好的成长/趋势交易者，能够承受极高波动，并愿意基于强劲的公司催化与行业趋势，在回调中布局潜在业绩拐点的交易机会。
不适合的场景：低风险承受能力、追求稳定盈利或股息的价值投资者；无法严格执行止损的短线交易者；希望避免宏观不确定性扰动的保守型配置。
证据摘要：1. 公司催化：3月23日宣布获得重大订单，基本面预期根本性改善。2. 技术结构：价格远高于50日及200日均线，长期趋势完整；关键支撑92-102美元区域尚未有效跌破。3. 宏观与风险：地缘政治构成逆风，但与公司催化形成拉锯，未主导价格行为。4. 报告建议：技术报告结论为“趋势中的修正阶段”，建议“回调参与”；新闻报告判断“基本面逻辑优先于宏观噪音”；基本面报告指出营收增长与毛利率改善构成核心多头逻辑。综合判断，上涨方向仍占优，但需等待更佳风险回报比位置。"
20,AAOI,2026-03-27,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0327-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0327-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0327-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-27
截面日期：2026-03-26
截面价格：97.42美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多。核心驱动是公司获得重大订单这一基本面催化，其带来的增长叙事和趋势尚未被破坏。尽管存在高波动和宏观逆风导致的短期整理，但技术结构上关键支撑（84-95美元）完好，报告核心建议是“回调参与”，属于趋势中的整固和等待更好参与位置，而非方向反转或证据不足。
执行摘要：AAOI在获得超大规模客户5300万美元订单后，确立了强劲的公司催化驱动上涨趋势。当前处于利好消化后的高位高波动整理阶段，长期与中期趋势保持完整。短期动能减弱和宏观风险构成拉锯，但上涨逻辑未破坏。策略上应避免追高，耐心等待回调至关键支撑区企稳后寻找入场机会。
关键催化因素：获得主要超大规模客户价值超过5300万美元的800G光模块批量订单，直接验证AI产品需求与公司竞争力，驱动营收高增长预期。
关键风险：地缘政治引发的市场系统性风险；股价高波动率（ATR>12）带来的交易风险；订单执行与客户集中风险；公司尚未盈利且经营现金流为负。
入场方式：等待股价回调至84.60-95.00美元支撑区间内（重点关注92-95美元区域），出现企稳信号（如长下影线、阳线吞噬）后分批轻仓介入。
失效条件：收盘价有效跌破84.60美元关键支撑位，尤其是伴随放量，则意味着本轮上涨趋势可能阶段性结束，信号失效。
适合的场景：高风险偏好、能承受高波动的成长/趋势交易者；认同公司催化叙事并愿意等待回调低风险入场点的投资者。
不适合的场景：追求稳定盈利和现金流的价值投资者；无法承受单日大幅波动的风险厌恶型投资者；希望快速获利了结的短线交易者（除非擅长区间交易）。
证据摘要：1. 公司催化：重大订单落地，验证基本面改善，是主导驱动力。2. 技术结构：长期与中期均线多头排列，价格远离均线，趋势完整；关键支撑带84-95美元明确。3. 报告建议：核心策略是“回调参与，而非追涨”，属于趋势延续框架下的具体执行方式。4. 风险拉锯：宏观逆风与高波动导致短期整理，但未压倒公司催化主导的上涨逻辑。"
