ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,quantity,exit_signal_date,exit_signal_action,report_path
2513.HK,2026-03-16,buy_on_pullback,expired,,,,,entry_not_triggered,,,530.0,回调至 500-510 美元区间企稳后分批参与。若价格先行放量突破并站稳 565-575 美元（10日EMA及近期阻力）亦可轻仓跟进。,500.0,510.0,500.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0316-2513HK\2_decision\summary.md
2513.HK,2026-03-17,hold,skipped,,,,,action_hold,,,605.0,当前不急于参与。若未来转多，需满足以下条件之一：,,,1.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0317-2513HK\2_decision\summary.md
2513.HK,2026-03-18,buy_on_pullback,expired,,,,,entry_not_triggered,,,621.5,等待价格回调至550-560美元强支撑区间并出现企稳信号（如小时图pin bar、成交量萎缩后再次放大）时分批介入。或关注605-610美元短期趋势支撑区的企稳机会。,550.0,560.0,550.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0318-2513HK\2_decision\summary.md
2513.HK,2026-03-19,buy_on_pullback,expired,,,,,entry_not_triggered,,,742.5,等待价格回调至关键支撑区域分批介入：,,,555.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0319-2513HK\2_decision\summary.md
2513.HK,2026-03-20,hold,skipped,,,,,action_hold,,,659.0,当前不急于参与。若未来价格表现令信号转向偏多，需观察：1) 价格在560-625美元支撑区间内出现企稳反弹迹象；或 2) 宏观风险显著缓和且股价放量突破700美元阻力。若信号转向偏空，则观察价格是否有效跌破560美元支撑。,560.0,625.0,560.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0320-2513HK\2_decision\summary.md
2513.HK,2026-03-23,buy_on_pullback,triggered,2026-03-24,600.0,2026-04-02,779.0,window_end,9.0,29.8333,630.5,回调至555.5-600.0美元支撑区间（尤其是靠近600美元关口），出现企稳信号后分批参与。,555.5,600.0,555.5,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0323-2513HK\2_decision\summary.md
2513.HK,2026-03-24,hold,skipped,,,,,action_hold,,,590.0,当前不急于参与。若未来价格在555-570美元支撑区明确企稳（例如，连续两日收盘高于570美元且伴随成交量回升），可考虑转为偏多思路。若价格放量跌破510美元，则趋势转弱风险大增。,555.0,570.0,510.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0324-2513HK\2_decision\summary.md
2513.HK,2026-03-25,buy_on_pullback,expired,,,,,entry_not_triggered,,,655.0,等待价格回调至**590-630美元**支撑区间企稳后分批介入。优先关注600-620美元区域的缩量企稳信号。,590.0,630.0,555.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0325-2513HK\2_decision\summary.md
2513.HK,2026-03-26,hold,skipped,,,,,action_hold,,,760.0,当前空仓，不急于参与。未来若转多，需观察：1) 价格回调至650-655或590-600美元支撑区出现企稳信号；或 2) 宏观风险缓和且价格放量突破765.0美元。,650.0,655.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0326-2513HK\2_decision\summary.md
2513.HK,2026-03-27,hold,skipped,,,,,action_hold,,,684.0,当前不急于建立新仓位。若未来转多，需观察价格在600-650美元支撑区间出现企稳缩量信号，并伴随宏观风险缓和。若未来转空，则观察价格放量跌破600美元支撑。,600.0,650.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0327-2513HK\2_decision\summary.md
2513.HK,2026-03-30,hold,skipped,,,,,action_hold,,,668.0,当前不提供具体买入或卖出计划。若未来价格**放量突破790美元**，可视为技术面转强信号；若价格**回调至620-630美元区域并出现企稳迹象**，可视为潜在的多头机会。反之，若价格**收盘有效跌破555美元**，则趋势可能转弱。,620.0,630.0,590.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0330-2513HK\2_decision\summary.md
2513.HK,2026-03-31,buy_on_pullback,expired,,,,,entry_not_triggered,,,733.5,等待价格回调至关键支撑区间企稳后参与。优先关注 **668.0-659.0美元** 区域（近期低点及10日EMA附近），其次关注 **630.0-605.0美元** 区域（中期整理平台）。入场可配合成交量萎缩后再次放量的信号。,659.0,668.0,600.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0331-2513HK\2_decision\summary.md
2513.HK,2026-04-01,buy_on_pullback,expired,,,,,entry_not_triggered,,,693.5,等待价格回调至 **650-620港元** 区间并出现企稳信号（如缩量、下影线、指标底背离）后分批介入。,620.0,650.0,650.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0401-2513HK\2_decision\summary.md
2513.HK,2026-04-02,buy_on_pullback,no_data,,,,,no_future_bars,,,915.0,等待价格回调至**730.0 – 750.0港元**支撑区域出现企稳信号（如小时图级别止跌、小阳线反弹）后分批介入。,730.0,750.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round14\reports\2513.HK\0423-0017-2513HK\reports\2026-0402-2513HK\2_decision\summary.md
