ticker,trade_date,action,trend_judgment,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
AAOI,2026-03-16,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,边际走弱,风险与机会拉锯,96.81,96.81美元,等待股价回调至82.00-85.00美元强支撑区间（布林带中轨及前期突破平台附近），出现缩量企稳信号后分批轻仓介入。,82.0,85.0,80.0,['收盘价有效跌破80.00美元（关键支撑区下沿），这可能意味着上涨趋势中断，调整级别扩大。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0316-AAOI\2_decision\summary.md
AAOI,2026-03-17,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,94.07,94.07美元,当前不急于参与。若未来价格能在84-86美元关键支撑区域出现明显企稳信号（如缩量、看涨形态），且伴随公司层面关于AI订单或资金用途的积极消息，可考虑转为偏多评估。若股价放量突破115-129美元阻力区，则表明消化完成可能重启升势。,84.0,86.0,84.0,['1. 股价收盘价有效跌破84美元关键平台支撑，技术结构转弱。2. ATM融资担忧持续，且下一季度财报显示营收增速断崖式下滑或现金流进一步恶化，证伪增长逻辑。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0317-AAOI\2_decision\summary.md
AAOI,2026-03-18,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,86.33,86.33美元,当前不建立新仓位。若未来价格放量突破102-106美元阻力区并站稳，可考虑趋势转强；若回调至58-60美元（50日均线）区域出现缩量企稳信号，可考虑分批介入。,102.0,106.0,85.0,['对于潜在多头策略，失效条件为收盘价有效跌破85美元近期低点支撑，或ATM计划出现超预期的大规模折价发行。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0318-AAOI\2_decision\summary.md
AAOI,2026-03-19,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,92.63,92.63美元,当前不急于开仓。若未来价格放量突破110-115美元阻力区并站稳，可考虑趋势重启。若价格深度回调至60-65美元（50日均线）附近并出现企稳信号，可评估基本面后考虑布局。,110.0,115.0,60.04,['1. 对于潜在多头：日收盘价有效跌破60.04美元（50日均线），意味着中期趋势破坏。2. 对于潜在空头：日收盘价放量突破并站稳127.01美元前高之上，意味着调整结束并可能开启新升势。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0319-AAOI\2_decision\summary.md
AAOI,2026-03-20,buy_on_pullback,趋势延续,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,101.92,101.92美元,等待价格回调至92-95美元支撑区间企稳后轻仓参与，或回调至85-86美元区域出现企稳信号时加仓。,92.0,95.0,85.0,['价格放量跌破85美元关键前低支撑位并无法快速收回。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0320-AAOI\2_decision\summary.md
AAOI,2026-03-23,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,边际走弱,风险与机会拉锯,87.54,87.54美元,等待价格回调至84.00-88.00美元支撑区域企稳，或放量突破95.50美元（10日EMA）阻力后分批参与。,84.0,88.0,84.0,['日线收盘价有效跌破84.00美元关键支撑位，或宏观风险急剧升级导致纳斯达克指数破位下行。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0323-AAOI\2_decision\summary.md
AAOI,2026-03-24,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险未主导,95.76,95.76美元,等待价格回调至84.60-87.54美元支撑区域出现企稳信号（如日线级别反转K线）后分批轻仓介入；或更理想地等待回调至63-70美元区域（50日SMA附近）企稳后参与。,84.6,87.54,84.6,['日线收盘价有效跌破84.60美元关键支撑位；或价格跌破快速上行的50日SMA（约63.89美元）并无法快速收回。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0324-AAOI\2_decision\summary.md
AAOI,2026-03-25,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,113.9,113.90美元,等待价格回调至关键支撑区域并出现企稳信号后分批轻仓介入。重点关注两个区域：1. 101-99美元（10日EMA/布林带中轨交汇区）；2. 88-86美元（近期低点密集区）。,99.0,101.0,65.5,['价格周线收盘有效跌破50日移动平均线（当前约65.50美元，动态上移），则中期上涨趋势可能被破坏，多头逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0325-AAOI\2_decision\summary.md
AAOI,2026-03-26,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,114.41,114.41美元,等待价格回调至92.00-102.00美元支撑区域（涵盖近期平台下沿、10日EMA及布林中轨），出现缩量企稳或再次放量反弹信号时分批参与。,92.0,102.0,86.33,['日线收盘价有效跌破86.33美元（3月17日低点），则意味着调整加深，趋势可能转弱。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0326-AAOI\2_decision\summary.md
AAOI,2026-03-27,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,97.42,97.42美元,等待股价回调至84.60-95.00美元支撑区间内（重点关注92-95美元区域），出现企稳信号（如长下影线、阳线吞噬）后分批轻仓介入。,84.6,95.0,84.6,['收盘价有效跌破84.60美元关键支撑位，尤其是伴随放量，则意味着本轮上涨趋势可能阶段性结束，信号失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0327-AAOI\2_decision\summary.md
AAOI,2026-03-30,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,边际走弱,风险与机会拉锯,98.21,98.21美元,耐心等待价格回调至92.00-87.00美元关键支撑区间，观察出现缩量止跌或看涨K线组合等企稳信号后分批轻仓介入。,87.0,92.0,86.33,['价格放量跌破86.33美元（前低）支撑，并连续两日收盘无法收回，则趋势破坏逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0330-AAOI\2_decision\summary.md
AAOI,2026-03-31,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,边际走弱,风险与机会拉锯,85.19,85.19美元,回调至76.80-81.90美元支撑区域（结合布林带下轨及近期低点）出现企稳信号（如日线级别锤头线）后分批轻仓介入。,76.8,81.9,69.0,['日线收盘价有效跌破69.00美元（50日SMA），意味着中期趋势可能破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0331-AAOI\2_decision\summary.md
AAOI,2026-04-01,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,84.59,84.59美元,当前不急于参与。若未来价格放量突破100-102美元阻力区，可能预示调整结束，可考虑跟进。若价格回调至70.90-78.57美元关键支撑区间并出现日线级别企稳信号（如锤头线、晨星、RSI底背离），可评估做多机会。,100.0,102.0,70.9,['1. 日线收盘价有效跌破70.90美元（50日SMA），意味中期趋势结构破坏。2. 宏观风险急剧恶化（如中东冲突升级）导致市场无差别抛售，跌破上述支撑区间后无反抽。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0401-AAOI\2_decision\summary.md
AAOI,2026-04-02,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,边际走弱,风险与机会拉锯,86.35,86.35美元,回调至84.50-85.50美元支撑区域企稳后参与，或更理想地等待股价回调至72.00-73.50美元（50日SMA附近）出现明确止跌信号时分批介入。,84.5,85.5,78.5,['股价日线收盘价有效跌破78.50美元（近期前低），则短期下降结构强化，多头逻辑需重新评估；若跌破70.00美元，则中期上涨趋势受到严重威胁。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0402-AAOI\2_decision\summary.md
AAOI,2026-04-06,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险未主导,103.91,103.91美元,等待回调至92-96美元支撑区间企稳后分批参与，或观察价格放量突破118-120美元阻力区域后跟随。,92.0,96.0,73.59,['收盘价有效跌破50日SMA（约73.59美元）或布林带下轨（约75.90美元），意味着中期趋势结构破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0406-AAOI\2_decision\summary.md
AAOI,2026-04-07,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,107.45,107.45美元,等待价格回调至92.60-95.50美元支撑区间或75.23美元（50日SMA）附近企稳时，分批轻仓介入。,92.6,95.5,75.23,['收盘价有效跌破75.23美元（50日SMA），意味着中期上升趋势可能被破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\AAOI\0423-1151-AAOI\reports\2026-0407-AAOI\2_decision\summary.md
