ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,report_path
AXTI,2026-03-23,hold,skipped,,,,,action_hold,,,54.24,当前不建议入场。未来若转多，需要看到价格在48.00-44.40美元强支撑区间内出现明确的缩量企稳信号，或放量突破58.00-60.74美元阻力区以确认升势重启。,44.4,48.0,44.4,backtest\output\0420-1205-AXTI\reports\2026-0323-AXTI\2_decision\summary.md
AXTI,2026-03-24,buy_on_pullback,triggered,2026-03-30,55.3,2026-04-02,44.3,stop_loss,3.0,-19.8915,64.44,用户当前无持仓，应等待回调参与。优先考虑在 **54.40-55.30美元**（10日EMA与近期低点构成的支撑区域）附近企稳后分批买入；若回调更深，可在 **48.70-50.00美元**（中期关键支撑平台）区域再次加仓。严格避免在当前位置（64.44美元附近）追高。,54.4,55.3,44.3,backtest\output\0420-1205-AXTI\reports\2026-0324-AXTI\2_decision\summary.md
AXTI,2026-03-25,hold,skipped,,,,,action_hold,,,68.44,当前不建议入场。未来若转多，需要看到价格有效回调至关键支撑区域（如56.75-58.09美元或50.00-52.00美元）并出现企稳信号，同时RSI脱离超买区。,56.75,58.09,44.36,backtest\output\0420-1205-AXTI\reports\2026-0325-AXTI\2_decision\summary.md
AXTI,2026-03-26,hold,skipped,,,,,action_hold,,,67.35,当前不建议入场。未来若转为偏多，需观察价格能否在57.07美元（10日EMA）至64.44美元区间内企稳并出现反弹信号，或等待地缘政治风险出现明确缓解。,,,57.07,backtest\output\0420-1205-AXTI\reports\2026-0326-AXTI\2_decision\summary.md
AXTI,2026-03-27,hold,skipped,,,,,action_hold,,,58.51,当前不建议入场。未来若转多，需观察价格是否能在48.39-54.24美元关键支撑区域企稳，并伴随成交量收缩或看涨K线组合。,48.39,54.24,54.24,backtest\output\0420-1205-AXTI\reports\2026-0327-AXTI\2_decision\summary.md
AXTI,2026-03-30,hold,skipped,,,,,action_hold,,,60.63,当前建议为保持观望，无持仓者不应主动入场。未来若转为偏多，需等待价格在54.00-58.00美元支撑区间内出现明确的企稳反弹信号（如日线收盘重回10日EMA上方且成交量配合）。,54.0,58.0,56.81,backtest\output\0420-1205-AXTI\reports\2026-0330-AXTI\2_decision\summary.md
AXTI,2026-03-31,hold,skipped,,,,,action_hold,,,52.73,当前不建议入场。未来若转多，需观察价格能否在48.39-52.70美元支撑区域有效企稳（例如出现缩量止跌或日线级别看涨反转形态），并等待重新站上10日EMA（约56.84美元）确认短期动能恢复。,48.39,52.7,44.36,backtest\output\0420-1205-AXTI\reports\2026-0331-AXTI\2_decision\summary.md
AXTI,2026-04-01,hold,skipped,,,,,action_hold,,,56.98,（当前建议观望，不提供具体入场计划）未来若转多，需看到价格在50-53美元强支撑区有效企稳（如出现小实体K线、锤子线等缩量止跌信号），且宏观情绪（如油价、VIX指数）同步好转。,50.0,53.0,50.0,backtest\output\0420-1205-AXTI\reports\2026-0401-AXTI\2_decision\summary.md
AXTI,2026-04-02,hold,skipped,,,,,action_hold,,,47.14,未来若转多，需看到价格在关键支撑位（如46.50-47.50美元或44.00美元）出现明确的缩量企稳或放量反弹K线信号，同时地缘政治风险出现缓和迹象。,46.5,47.5,46.5,backtest\output\0420-1205-AXTI\reports\2026-0402-AXTI\2_decision\summary.md
AXTI,2026-04-06,hold,skipped,,,,,action_hold,,,52.84,当前不建议入场。未来若考虑转多，需至少满足以下条件之一：1）公司有力澄清负面报告且股价企稳；2）价格回调至42-44美元或37-38美元强支撑区并出现明确的缩量企稳与反弹信号。,42.0,44.0,,backtest\output\0420-1205-AXTI\reports\2026-0406-AXTI\2_decision\summary.md
AXTI,2026-04-07,hold,skipped,,,,,action_hold,,,41.99,当前不建议入场。未来若转多，需观察价格在37.00-38.00美元关键支撑区（50日SMA与布林带下轨重合处）能否出现缩量企稳及日线级别看涨K线形态。,37.0,38.0,37.0,backtest\output\0420-1205-AXTI\reports\2026-0407-AXTI\2_decision\summary.md
